기기ID,유지보수일자,유지보수유형,작업내용,소요시간(시간),비용(원),담당자,완료상태
EQ0146,2023-11-03,응급정비,전기 점검,4,180180,김철수,완료
EQ0146,2024-06-29,예방정비,청소 및 점검,3,335701,정수현,완료
EQ0147,2023-03-31,응급정비,부품 교체,2,206555,김철수,예정
EQ0147,2023-06-19,개선정비,윤활유 교체,3,374051,정수현,진행중
EQ0147,2024-07-21,응급정비,부품 교체,1,393833,김철수,진행중
EQ0148,2023-03-15,사후정비,윤활유 교체,2,69558,최민준,완료
EQ0148,2023-03-21,예방정비,윤활유 교체,4,97954,최민준,완료
EQ0148,2023-09-26,개선정비,윤활유 교체,2,439892,김철수,완료
EQ0148,2023-12-05,예방정비,윤활유 교체,2,382737,김철수,완료
EQ0148,2024-03-24,사후정비,윤활유 교체,7,333779,최민준,완료
EQ0148,2024-05-20,응급정비,윤활유 교체,3,397682,박준호,진행중
EQ0149,2023-07-21,예방정비,청소 및 점검,1,151975,박준호,진행중
EQ0149,2023-08-20,개선정비,윤활유 교체,5,415964,정수현,완료
EQ0149,2023-11-29,응급정비,청소 및 점검,6,143232,박준호,완료
EQ0149,2024-02-16,개선정비,전기 점검,2,376086,박준호,완료
EQ0149,2024-05-03,개선정비,청소 및 점검,7,153482,이영희,완료
EQ0149,2024-07-27,사후정비,부품 교체,2,336441,박준호,완료
EQ0150,2023-06-05,사후정비,청소 및 점검,2,372994,이영희,완료
EQ0150,2023-07-09,사후정비,조정 및 수리,4,291538,김철수,완료
EQ0150,2023-11-08,응급정비,전기 점검,2,274040,박준호,완료
EQ0151,2023-07-25,개선정비,윤활유 교체,4,311882,최민준,완료
EQ0151,2023-10-31,개선정비,청소 및 점검,1,221508,최민준,완료
EQ0151,2024-02-03,예방정비,조정 및 수리,7,92541,정수현,완료
EQ0151,2024-02-10,개선정비,윤활유 교체,4,345549,박준호,진행중
EQ0151,2024-06-08,개선정비,조정 및 수리,3,281746,정수현,완료
EQ0151,2024-07-31,응급정비,전기 점검,6,53264,최민준,완료
EQ0152,2023-07-15,예방정비,조정 및 수리,7,91617,김철수,완료
EQ0152,2023-08-17,응급정비,청소 및 점검,6,491934,최민준,완료
EQ0153,2023-03-27,응급정비,청소 및 점검,6,143605,이영희,완료
EQ0153,2023-05-05,개선정비,윤활유 교체,4,158894,김철수,완료
EQ0153,2023-08-16,응급정비,윤활유 교체,1,470303,최민준,예정
EQ0153,2024-02-28,응급정비,부품 교체,5,240660,이영희,완료
EQ0153,2024-05-11,예방정비,부품 교체,2,164200,김철수,완료
EQ0154,2023-02-07,개선정비,청소 및 점검,4,265059,박준호,완료
EQ0154,2023-04-21,개선정비,청소 및 점검,7,56577,김철수,진행중
EQ0154,2023-06-26,개선정비,전기 점검,2,289246,최민준,완료
EQ0155,2023-08-03,사후정비,부품 교체,3,158987,정수현,완료
EQ0155,2023-09-08,예방정비,부품 교체,3,186763,이영희,완료
EQ0155,2023-12-02,사후정비,청소 및 점검,1,234681,김철수,완료
EQ0155,2024-07-01,예방정비,부품 교체,4,471845,박준호,완료
EQ0155,2024-08-07,사후정비,윤활유 교체,4,165799,김철수,완료
EQ0156,2023-07-19,예방정비,조정 및 수리,2,257884,김철수,예정
EQ0156,2023-12-23,응급정비,윤활유 교체,6,488018,최민준,완료
EQ0156,2024-03-12,응급정비,윤활유 교체,3,113976,박준호,진행중
EQ0156,2024-07-03,응급정비,청소 및 점검,1,486152,이영희,진행중
EQ0157,2023-01-04,개선정비,청소 및 점검,5,390311,이영희,완료
EQ0157,2023-03-04,응급정비,부품 교체,7,429442,정수현,완료
EQ0157,2023-05-17,사후정비,전기 점검,3,124539,정수현,완료
EQ0157,2023-11-10,예방정비,부품 교체,6,301477,최민준,완료
EQ0157,2023-12-23,개선정비,청소 및 점검,7,437737,정수현,완료
EQ0157,2024-02-13,응급정비,부품 교체,6,394676,박준호,완료
EQ0157,2024-05-08,개선정비,조정 및 수리,3,353328,박준호,완료
EQ0158,2023-09-24,예방정비,윤활유 교체,3,76403,정수현,완료
EQ0158,2023-12-14,예방정비,전기 점검,5,375738,김철수,완료
EQ0159,2023-07-04,사후정비,부품 교체,2,153638,정수현,완료
EQ0159,2023-08-13,개선정비,윤활유 교체,4,302028,최민준,완료
EQ0159,2023-08-27,응급정비,청소 및 점검,1,255103,정수현,완료
EQ0159,2023-09-29,사후정비,부품 교체,3,200431,박준호,완료
EQ0159,2024-02-04,사후정비,부품 교체,2,384794,정수현,완료
EQ0159,2024-06-20,예방정비,청소 및 점검,1,419438,최민준,진행중
EQ0160,2023-01-13,예방정비,전기 점검,4,484409,정수현,완료
EQ0160,2023-05-28,응급정비,조정 및 수리,5,494391,정수현,완료
EQ0160,2024-01-18,개선정비,부품 교체,2,263525,김철수,진행중
EQ0160,2024-01-30,예방정비,조정 및 수리,5,152377,이영희,완료
EQ0160,2024-07-23,개선정비,전기 점검,6,282389,정수현,완료
EQ0160,2024-08-14,사후정비,조정 및 수리,4,399302,최민준,완료
EQ0161,2023-04-26,응급정비,청소 및 점검,2,95078,박준호,완료
EQ0161,2023-07-11,예방정비,조정 및 수리,5,448382,박준호,진행중
EQ0161,2023-08-29,예방정비,청소 및 점검,1,104018,정수현,완료
EQ0161,2024-05-13,개선정비,전기 점검,3,296244,김철수,완료
EQ0161,2024-07-04,개선정비,조정 및 수리,2,264730,정수현,완료
EQ0161,2024-07-10,개선정비,청소 및 점검,7,379220,박준호,진행중
EQ0162,2023-09-20,개선정비,부품 교체,5,340779,최민준,진행중
EQ0162,2023-11-05,응급정비,청소 및 점검,1,295701,박준호,완료
EQ0163,2023-01-08,예방정비,전기 점검,7,144805,최민준,완료
EQ0163,2023-03-27,개선정비,조정 및 수리,2,129098,정수현,완료
EQ0163,2023-06-28,사후정비,조정 및 수리,7,242233,이영희,완료
EQ0163,2024-01-29,개선정비,조정 및 수리,2,477034,박준호,완료
EQ0163,2024-03-18,응급정비,전기 점검,4,60352,이영희,완료
EQ0163,2024-04-06,사후정비,전기 점검,7,71796,정수현,완료
EQ0163,2024-06-21,사후정비,윤활유 교체,6,82952,박준호,완료
EQ0164,2023-06-12,응급정비,부품 교체,7,140690,김철수,완료
EQ0164,2024-04-09,개선정비,부품 교체,5,382990,정수현,완료
EQ0164,2024-05-03,응급정비,조정 및 수리,4,237265,최민준,완료
EQ0164,2024-07-15,예방정비,조정 및 수리,4,131156,박준호,완료
EQ0165,2023-10-24,개선정비,부품 교체,4,357820,정수현,완료
EQ0165,2024-04-13,예방정비,윤활유 교체,3,327133,최민준,완료
EQ0166,2023-02-04,예방정비,윤활유 교체,3,482867,박준호,완료
EQ0166,2023-04-21,응급정비,윤활유 교체,3,251578,정수현,완료
EQ0166,2023-08-07,사후정비,조정 및 수리,7,93266,박준호,완료
EQ0166,2023-10-12,개선정비,조정 및 수리,3,447330,박준호,완료
EQ0166,2023-12-17,예방정비,전기 점검,7,346199,정수현,완료
EQ0167,2023-03-23,사후정비,청소 및 점검,7,173438,이영희,완료
EQ0167,2023-03-28,개선정비,부품 교체,1,272167,김철수,완료
EQ0167,2023-04-01,응급정비,부품 교체,7,240141,이영희,완료
EQ0167,2023-11-03,응급정비,부품 교체,5,57787,정수현,완료
EQ0167,2024-02-21,예방정비,조정 및 수리,4,340274,정수현,완료
EQ0167,2024-04-07,개선정비,전기 점검,4,343218,정수현,완료
EQ0167,2024-05-12,개선정비,조정 및 수리,7,193947,최민준,완료
EQ0167,2024-08-16,개선정비,전기 점검,7,250505,김철수,완료
EQ0168,2023-06-24,응급정비,윤활유 교체,6,130212,김철수,완료
EQ0168,2023-07-28,사후정비,부품 교체,1,180753,박준호,완료
EQ0168,2023-12-17,예방정비,윤활유 교체,4,207179,김철수,완료
EQ0168,2024-04-27,응급정비,부품 교체,1,381213,정수현,완료
EQ0168,2024-05-30,응급정비,윤활유 교체,5,446885,정수현,완료
EQ0168,2024-06-26,개선정비,청소 및 점검,4,452164,최민준,완료
EQ0169,2023-04-18,사후정비,청소 및 점검,6,67804,김철수,완료
EQ0169,2024-07-05,개선정비,윤활유 교체,2,452100,이영희,완료
EQ0170,2023-11-18,예방정비,전기 점검,4,258262,정수현,완료
EQ0170,2024-04-10,예방정비,부품 교체,7,464173,정수현,완료
EQ0171,2023-12-02,예방정비,부품 교체,6,406539,정수현,완료
EQ0171,2024-05-08,개선정비,청소 및 점검,5,203115,김철수,완료
EQ0172,2023-02-26,사후정비,청소 및 점검,2,213903,최민준,완료
EQ0172,2023-03-15,예방정비,청소 및 점검,3,319703,최민준,예정
EQ0172,2023-03-27,예방정비,청소 및 점검,6,426437,김철수,완료
EQ0172,2023-07-14,사후정비,조정 및 수리,5,314396,최민준,완료
EQ0172,2023-08-17,개선정비,청소 및 점검,5,75044,최민준,완료
EQ0172,2023-08-20,사후정비,청소 및 점검,6,224036,이영희,완료
EQ0172,2023-12-18,개선정비,조정 및 수리,5,443308,최민준,완료
EQ0172,2024-02-04,응급정비,전기 점검,2,345001,이영희,완료
EQ0173,2023-01-21,예방정비,청소 및 점검,4,106010,최민준,완료
EQ0173,2023-02-01,예방정비,부품 교체,4,483987,김철수,완료
EQ0173,2023-02-02,개선정비,조정 및 수리,6,305813,김철수,완료
EQ0173,2023-12-04,응급정비,윤활유 교체,4,228953,최민준,완료
EQ0173,2024-05-23,응급정비,윤활유 교체,7,412246,박준호,완료
EQ0173,2024-08-16,응급정비,전기 점검,6,383591,박준호,완료
EQ0173,2024-08-17,예방정비,부품 교체,1,77057,김철수,진행중
EQ0174,2023-06-05,예방정비,조정 및 수리,4,68440,정수현,완료
EQ0174,2024-05-15,예방정비,조정 및 수리,2,203241,박준호,완료
EQ0175,2024-01-22,개선정비,윤활유 교체,3,497525,김철수,완료
EQ0175,2024-03-26,응급정비,청소 및 점검,2,213713,이영희,완료
EQ0176,2023-04-23,예방정비,부품 교체,1,313186,박준호,완료
EQ0176,2023-07-21,응급정비,윤활유 교체,5,65151,최민준,완료
EQ0176,2023-08-31,예방정비,부품 교체,5,240291,정수현,완료
EQ0176,2024-07-03,개선정비,전기 점검,5,262902,박준호,완료
EQ0177,2024-01-09,개선정비,조정 및 수리,1,353370,정수현,예정
EQ0177,2024-05-04,개선정비,윤활유 교체,1,71735,최민준,완료
EQ0177,2024-05-20,응급정비,전기 점검,4,375768,박준호,완료
EQ0178,2023-03-08,응급정비,부품 교체,1,75765,이영희,완료
EQ0178,2023-03-18,사후정비,부품 교체,2,143638,정수현,완료
EQ0178,2023-08-09,예방정비,부품 교체,3,428803,김철수,완료
EQ0178,2023-10-05,개선정비,청소 및 점검,3,219031,최민준,완료
EQ0178,2023-10-20,사후정비,조정 및 수리,3,224536,최민준,완료
EQ0178,2024-01-23,개선정비,전기 점검,5,282474,박준호,완료
EQ0178,2024-03-13,개선정비,부품 교체,2,401752,정수현,예정
EQ0179,2023-01-23,개선정비,부품 교체,2,71299,이영희,완료
EQ0179,2023-05-02,응급정비,조정 및 수리,1,456676,정수현,완료
EQ0179,2023-05-07,사후정비,전기 점검,1,102879,이영희,완료
EQ0179,2024-01-18,예방정비,윤활유 교체,2,84985,박준호,완료
EQ0179,2024-04-10,예방정비,전기 점검,3,135765,정수현,완료
EQ0179,2024-05-18,예방정비,부품 교체,3,270708,박준호,완료
EQ0179,2024-06-06,개선정비,전기 점검,5,495272,이영희,진행중
EQ0180,2023-04-05,예방정비,전기 점검,5,113784,정수현,예정
EQ0180,2023-08-15,개선정비,윤활유 교체,2,313873,최민준,완료
EQ0181,2023-02-18,응급정비,부품 교체,4,277448,김철수,완료
EQ0181,2023-08-30,개선정비,부품 교체,3,254056,김철수,완료
EQ0181,2024-01-17,응급정비,부품 교체,1,417088,최민준,예정
EQ0181,2024-06-09,사후정비,부품 교체,3,304047,박준호,진행중
EQ0182,2023-02-20,예방정비,부품 교체,2,151467,최민준,완료
EQ0182,2023-03-17,사후정비,부품 교체,3,276238,박준호,완료
EQ0182,2023-09-07,사후정비,조정 및 수리,5,220927,정수현,완료
EQ0182,2023-11-01,사후정비,청소 및 점검,2,142103,이영희,예정
EQ0182,2024-05-04,예방정비,전기 점검,2,428854,이영희,완료
EQ0182,2024-06-22,예방정비,윤활유 교체,3,326201,박준호,예정
EQ0182,2024-07-24,예방정비,부품 교체,7,59347,정수현,완료
EQ0182,2024-08-13,개선정비,부품 교체,4,474538,김철수,완료
EQ0183,2023-05-06,예방정비,전기 점검,6,479234,최민준,완료
EQ0183,2023-10-14,응급정비,부품 교체,2,136467,이영희,완료
EQ0183,2023-11-20,개선정비,윤활유 교체,7,437857,김철수,완료
EQ0183,2023-12-13,응급정비,청소 및 점검,2,173690,최민준,완료
EQ0183,2024-02-22,응급정비,부품 교체,2,460244,정수현,완료
EQ0183,2024-03-18,응급정비,조정 및 수리,4,127969,이영희,완료
EQ0183,2024-05-14,응급정비,윤활유 교체,7,350524,이영희,완료
EQ0184,2023-02-08,예방정비,부품 교체,5,99565,이영희,완료
EQ0184,2023-04-05,응급정비,전기 점검,5,450193,이영희,완료
EQ0185,2023-01-22,예방정비,부품 교체,6,219631,박준호,완료
EQ0185,2024-08-17,개선정비,전기 점검,1,140687,최민준,완료
EQ0186,2023-02-07,예방정비,전기 점검,6,255914,이영희,완료
EQ0186,2023-02-11,예방정비,윤활유 교체,1,52048,정수현,완료
EQ0186,2023-05-05,응급정비,윤활유 교체,2,462915,정수현,완료
EQ0186,2024-07-19,예방정비,조정 및 수리,7,138478,정수현,완료
EQ0187,2023-11-08,응급정비,전기 점검,4,424433,김철수,완료
EQ0187,2024-05-30,사후정비,조정 및 수리,4,324296,이영희,완료
EQ0188,2023-04-04,사후정비,전기 점검,5,193531,이영희,완료
EQ0188,2023-09-17,개선정비,부품 교체,6,450176,최민준,완료
EQ0188,2023-11-17,사후정비,청소 및 점검,7,315945,이영희,완료
EQ0188,2024-03-05,응급정비,윤활유 교체,2,332155,최민준,완료
EQ0189,2024-02-03,사후정비,부품 교체,5,54655,박준호,완료
EQ0189,2024-02-26,예방정비,전기 점검,5,361175,이영희,진행중
EQ0189,2024-06-14,예방정비,부품 교체,3,224683,정수현,완료
EQ0190,2023-06-04,사후정비,청소 및 점검,4,61319,박준호,완료
EQ0190,2023-09-14,사후정비,청소 및 점검,1,64472,정수현,완료
EQ0190,2023-11-11,사후정비,전기 점검,3,278056,최민준,진행중
EQ0190,2024-08-08,응급정비,전기 점검,5,295382,최민준,완료
EQ0191,2023-01-30,예방정비,부품 교체,5,202552,박준호,완료
EQ0191,2023-02-05,개선정비,부품 교체,2,346977,김철수,완료
EQ0191,2023-09-14,응급정비,부품 교체,7,200859,이영희,완료
EQ0191,2023-09-30,사후정비,전기 점검,6,404342,김철수,완료
EQ0191,2023-11-11,사후정비,전기 점검,7,462402,정수현,완료
EQ0192,2023-02-09,사후정비,윤활유 교체,7,313965,김철수,완료
EQ0192,2023-06-01,개선정비,부품 교체,1,118633,박준호,완료
EQ0192,2023-08-04,사후정비,부품 교체,3,129176,박준호,완료
EQ0192,2023-09-16,개선정비,부품 교체,7,233551,이영희,완료
EQ0193,2023-04-30,개선정비,청소 및 점검,3,276401,박준호,진행중
EQ0193,2023-05-03,예방정비,청소 및 점검,3,460027,최민준,진행중
EQ0194,2023-01-26,사후정비,전기 점검,6,288825,이영희,완료
EQ0194,2023-02-18,응급정비,조정 및 수리,3,398847,최민준,완료
EQ0194,2023-05-01,개선정비,윤활유 교체,1,78147,정수현,완료
EQ0194,2023-08-23,응급정비,부품 교체,4,484688,정수현,완료
EQ0194,2024-06-29,사후정비,윤활유 교체,1,186973,이영희,완료
EQ0194,2024-08-16,응급정비,조정 및 수리,1,322498,최민준,완료
EQ0195,2023-02-12,사후정비,청소 및 점검,7,247953,이영희,완료
EQ0195,2023-04-30,사후정비,청소 및 점검,4,309797,이영희,예정
EQ0195,2023-12-03,응급정비,윤활유 교체,6,145822,정수현,진행중
EQ0195,2024-04-17,개선정비,조정 및 수리,5,235026,김철수,진행중
EQ0195,2024-05-13,사후정비,전기 점검,5,378457,정수현,완료
EQ0195,2024-08-12,응급정비,윤활유 교체,1,252267,김철수,완료
EQ0196,2023-02-28,응급정비,조정 및 수리,1,448653,최민준,완료
EQ0196,2023-10-06,사후정비,윤활유 교체,6,449131,최민준,완료
EQ0196,2024-01-30,응급정비,윤활유 교체,4,177185,정수현,완료
EQ0196,2024-02-16,예방정비,청소 및 점검,3,312141,이영희,완료
EQ0196,2024-02-20,응급정비,조정 및 수리,4,245335,박준호,완료
EQ0196,2024-03-08,개선정비,윤활유 교체,7,156616,정수현,완료
EQ0196,2024-03-12,사후정비,전기 점검,7,493741,이영희,완료
EQ0196,2024-07-29,개선정비,조정 및 수리,6,50059,이영희,완료
EQ0197,2023-02-06,개선정비,부품 교체,2,165431,박준호,완료
EQ0197,2023-08-04,개선정비,전기 점검,6,349100,이영희,완료
EQ0197,2023-10-16,사후정비,부품 교체,2,155589,정수현,예정
EQ0197,2023-12-01,개선정비,부품 교체,4,331522,김철수,완료
EQ0197,2023-12-11,사후정비,조정 및 수리,4,101746,최민준,완료
EQ0197,2024-08-08,응급정비,조정 및 수리,3,117537,정수현,완료
EQ0198,2023-04-04,응급정비,전기 점검,4,88457,정수현,완료
EQ0198,2023-08-09,예방정비,윤활유 교체,3,444780,최민준,진행중
EQ0198,2023-10-02,응급정비,전기 점검,2,85902,최민준,완료
EQ0199,2023-02-13,예방정비,부품 교체,2,111402,박준호,완료
EQ0199,2023-02-28,사후정비,윤활유 교체,3,494124,이영희,완료
EQ0199,2023-05-31,개선정비,조정 및 수리,7,290116,최민준,완료
EQ0199,2023-08-07,응급정비,청소 및 점검,5,314805,정수현,완료
EQ0199,2023-08-21,응급정비,전기 점검,3,416068,김철수,완료
EQ0199,2023-09-08,사후정비,청소 및 점검,6,429075,박준호,완료
EQ0199,2024-01-12,응급정비,청소 및 점검,4,425775,박준호,완료
EQ0199,2024-07-25,개선정비,윤활유 교체,5,394650,박준호,완료
EQ0200,2023-07-16,사후정비,부품 교체,3,84064,박준호,완료
EQ0200,2024-03-22,개선정비,부품 교체,3,460360,이영희,완료
EQ0200,2024-04-05,사후정비,전기 점검,2,305023,김철수,완료
EQ0200,2024-06-10,응급정비,윤활유 교체,6,317405,정수현,완료
EQ0201,2023-02-09,예방정비,부품 교체,7,446957,이영희,완료
EQ0201,2024-03-20,사후정비,전기 점검,6,77033,이영희,완료
EQ0202,2023-11-24,응급정비,부품 교체,7,108456,김철수,완료
EQ0202,2023-12-12,응급정비,윤활유 교체,5,264031,박준호,완료
EQ0202,2024-01-25,사후정비,청소 및 점검,5,473658,이영희,완료
EQ0202,2024-06-09,예방정비,청소 및 점검,5,265116,정수현,완료
EQ0202,2024-07-23,사후정비,청소 및 점검,7,329846,이영희,완료
EQ0203,2023-09-30,응급정비,청소 및 점검,6,416272,이영희,완료
EQ0203,2023-10-18,사후정비,전기 점검,7,220097,이영희,완료
EQ0203,2023-11-13,응급정비,조정 및 수리,7,318584,이영희,완료
EQ0203,2024-02-12,개선정비,조정 및 수리,7,349837,정수현,완료
EQ0203,2024-03-15,개선정비,청소 및 점검,7,194844,김철수,완료
EQ0203,2024-03-18,예방정비,전기 점검,5,376529,이영희,예정
EQ0203,2024-05-29,사후정비,청소 및 점검,4,172655,김철수,완료
EQ0204,2023-05-15,개선정비,조정 및 수리,7,128593,최민준,완료
EQ0204,2023-09-01,개선정비,청소 및 점검,7,95017,최민준,완료
EQ0204,2024-01-19,사후정비,청소 및 점검,2,481541,최민준,완료
EQ0204,2024-08-03,응급정비,조정 및 수리,1,257348,이영희,완료
EQ0205,2023-03-21,사후정비,조정 및 수리,1,393865,정수현,완료
EQ0205,2023-11-21,응급정비,윤활유 교체,4,222651,정수현,완료
EQ0205,2024-02-07,응급정비,청소 및 점검,7,447696,최민준,완료
EQ0205,2024-03-31,사후정비,부품 교체,1,463665,박준호,완료
EQ0205,2024-06-07,예방정비,전기 점검,5,300898,정수현,완료
EQ0205,2024-07-13,개선정비,전기 점검,5,465242,김철수,예정
EQ0206,2023-02-27,사후정비,윤활유 교체,5,185037,정수현,완료
EQ0206,2023-03-19,예방정비,청소 및 점검,5,437678,최민준,완료
EQ0206,2023-11-15,개선정비,전기 점검,4,377466,박준호,완료
EQ0206,2024-02-27,사후정비,전기 점검,6,234777,박준호,완료
EQ0206,2024-07-07,응급정비,전기 점검,2,112423,정수현,진행중
EQ0207,2023-01-16,예방정비,청소 및 점검,1,462859,박준호,완료
EQ0207,2023-04-25,예방정비,조정 및 수리,7,60200,박준호,진행중
EQ0207,2023-09-28,응급정비,부품 교체,3,263559,김철수,진행중
EQ0207,2024-06-05,예방정비,전기 점검,3,233974,박준호,완료
EQ0208,2023-03-15,개선정비,전기 점검,4,291731,이영희,예정
EQ0208,2023-09-18,개선정비,전기 점검,3,449269,김철수,완료
EQ0208,2023-10-18,사후정비,부품 교체,2,193041,김철수,완료
EQ0208,2024-01-21,예방정비,청소 및 점검,4,97897,정수현,예정
EQ0208,2024-05-12,사후정비,청소 및 점검,7,426185,이영희,완료
EQ0208,2024-05-18,응급정비,전기 점검,6,470164,최민준,완료
EQ0208,2024-05-25,예방정비,청소 및 점검,4,187592,김철수,완료
EQ0209,2023-02-08,개선정비,조정 및 수리,6,228617,박준호,완료
EQ0209,2023-12-31,개선정비,전기 점검,6,228931,박준호,완료
EQ0209,2024-06-07,사후정비,부품 교체,3,287949,김철수,완료
EQ0210,2023-02-23,응급정비,부품 교체,1,261062,김철수,완료
EQ0210,2023-05-18,예방정비,윤활유 교체,1,363913,이영희,완료
EQ0210,2023-07-04,응급정비,부품 교체,4,187702,김철수,완료
EQ0210,2023-12-12,예방정비,조정 및 수리,4,269063,박준호,완료
EQ0210,2024-05-18,응급정비,부품 교체,5,86122,박준호,완료
EQ0210,2024-06-04,응급정비,청소 및 점검,1,398760,박준호,완료
EQ0211,2023-01-30,사후정비,윤활유 교체,1,182323,정수현,완료
EQ0211,2023-03-14,개선정비,조정 및 수리,3,102318,이영희,완료
EQ0211,2023-05-04,응급정비,조정 및 수리,3,372479,정수현,진행중
EQ0211,2023-05-29,응급정비,청소 및 점검,1,64101,김철수,완료
EQ0211,2023-10-31,응급정비,윤활유 교체,2,263710,정수현,완료
EQ0211,2024-01-14,예방정비,청소 및 점검,4,436726,김철수,완료
EQ0211,2024-01-15,사후정비,전기 점검,6,454223,최민준,완료
EQ0211,2024-02-06,개선정비,청소 및 점검,5,171015,박준호,완료
EQ0212,2023-04-05,예방정비,청소 및 점검,6,328147,박준호,완료
EQ0212,2023-05-30,예방정비,부품 교체,4,151495,최민준,완료
EQ0212,2023-08-06,예방정비,부품 교체,1,70655,최민준,완료
EQ0212,2023-10-06,개선정비,조정 및 수리,4,104376,이영희,완료
EQ0212,2024-04-04,개선정비,전기 점검,2,206406,최민준,완료
EQ0212,2024-05-05,예방정비,전기 점검,2,96316,최민준,완료
EQ0213,2023-07-01,개선정비,전기 점검,2,385821,이영희,완료
EQ0213,2023-08-14,개선정비,윤활유 교체,2,414159,김철수,완료
EQ0213,2023-09-19,사후정비,윤활유 교체,1,413557,정수현,완료
EQ0213,2023-10-20,응급정비,청소 및 점검,1,230338,이영희,진행중
EQ0213,2024-03-12,예방정비,조정 및 수리,7,446137,이영희,완료
EQ0213,2024-04-09,응급정비,조정 및 수리,5,430746,정수현,완료
EQ0213,2024-05-28,사후정비,윤활유 교체,1,94233,이영희,완료
EQ0213,2024-07-09,응급정비,부품 교체,7,56680,최민준,완료
EQ0214,2023-01-12,예방정비,윤활유 교체,7,475813,최민준,완료
EQ0214,2023-05-15,사후정비,전기 점검,7,222813,김철수,완료
EQ0214,2023-11-12,응급정비,조정 및 수리,4,405699,이영희,완료
EQ0214,2024-04-28,예방정비,윤활유 교체,4,242154,박준호,완료
EQ0214,2024-04-29,개선정비,청소 및 점검,2,105337,박준호,완료
EQ0214,2024-08-07,개선정비,전기 점검,7,446371,정수현,예정
EQ0215,2023-09-05,예방정비,전기 점검,2,368898,김철수,완료
EQ0215,2023-09-09,응급정비,전기 점검,5,242598,박준호,완료
EQ0215,2023-09-15,응급정비,전기 점검,1,488495,최민준,완료
EQ0215,2024-08-08,응급정비,전기 점검,6,465988,정수현,완료
EQ0216,2023-02-24,예방정비,청소 및 점검,7,71942,최민준,완료
EQ0216,2023-07-02,예방정비,윤활유 교체,3,103907,정수현,완료
EQ0216,2023-11-06,개선정비,조정 및 수리,5,254824,이영희,완료
EQ0216,2024-05-24,개선정비,부품 교체,5,416146,김철수,완료
EQ0217,2023-03-30,개선정비,청소 및 점검,7,266349,김철수,완료
EQ0217,2024-01-06,응급정비,청소 및 점검,5,331038,이영희,완료
EQ0217,2024-04-19,응급정비,윤활유 교체,5,155652,정수현,진행중
EQ0217,2024-05-10,개선정비,윤활유 교체,5,259497,이영희,완료
EQ0217,2024-06-26,예방정비,부품 교체,4,160629,이영희,완료
EQ0218,2023-07-06,사후정비,조정 및 수리,4,166135,박준호,완료
EQ0218,2023-11-02,응급정비,조정 및 수리,4,138478,최민준,완료
EQ0218,2024-05-26,개선정비,부품 교체,5,421240,이영희,완료
EQ0219,2023-05-15,사후정비,부품 교체,2,332170,박준호,완료
EQ0219,2023-09-28,예방정비,윤활유 교체,3,414103,김철수,완료
EQ0219,2024-02-06,예방정비,부품 교체,1,381972,최민준,완료
EQ0219,2024-03-02,사후정비,부품 교체,7,132455,정수현,완료
EQ0219,2024-03-15,사후정비,부품 교체,7,450685,최민준,진행중
EQ0219,2024-08-15,예방정비,청소 및 점검,5,249451,김철수,완료
EQ0220,2023-02-26,응급정비,청소 및 점검,7,395398,김철수,완료
EQ0220,2023-09-03,사후정비,부품 교체,1,251075,김철수,완료
EQ0220,2023-09-17,사후정비,조정 및 수리,4,162238,정수현,완료
EQ0221,2023-08-08,응급정비,청소 및 점검,7,260633,이영희,진행중
EQ0221,2023-09-22,개선정비,청소 및 점검,4,328835,박준호,완료
EQ0221,2024-04-20,사후정비,윤활유 교체,7,377983,최민준,완료
EQ0221,2024-06-11,응급정비,청소 및 점검,3,323370,박준호,완료
EQ0221,2024-06-12,사후정비,전기 점검,7,206185,정수현,완료
EQ0222,2023-04-25,사후정비,윤활유 교체,7,69371,정수현,완료
EQ0222,2024-05-17,예방정비,조정 및 수리,6,335129,정수현,완료
EQ0222,2024-08-12,개선정비,조정 및 수리,2,157644,정수현,완료
EQ0222,2024-08-21,응급정비,전기 점검,5,64698,정수현,완료
EQ0223,2023-06-10,예방정비,전기 점검,1,389726,박준호,완료
EQ0223,2023-07-20,개선정비,조정 및 수리,4,453384,최민준,완료
EQ0223,2023-08-13,사후정비,전기 점검,1,150887,최민준,완료
EQ0223,2024-02-06,응급정비,전기 점검,2,69646,정수현,완료
EQ0223,2024-06-04,응급정비,조정 및 수리,5,483288,최민준,완료
EQ0224,2023-03-15,응급정비,조정 및 수리,2,223895,최민준,완료
EQ0224,2023-03-23,예방정비,조정 및 수리,2,438338,정수현,완료
EQ0224,2024-01-31,예방정비,전기 점검,4,242968,이영희,완료
EQ0224,2024-06-16,사후정비,부품 교체,6,441692,김철수,완료
EQ0224,2024-07-29,예방정비,전기 점검,4,271195,이영희,완료
EQ0225,2023-05-07,사후정비,윤활유 교체,3,307608,박준호,완료
EQ0225,2023-09-24,개선정비,청소 및 점검,7,120958,박준호,완료
EQ0225,2024-03-26,예방정비,전기 점검,4,397240,이영희,완료
EQ0225,2024-07-21,예방정비,전기 점검,4,197490,박준호,완료
EQ0226,2023-03-04,사후정비,전기 점검,3,478599,최민준,진행중
EQ0226,2023-08-03,예방정비,부품 교체,1,159042,박준호,완료
EQ0226,2024-07-09,개선정비,전기 점검,4,167658,정수현,완료
EQ0227,2023-08-13,사후정비,조정 및 수리,5,399197,김철수,완료
