연월,기기ID,가동시간(시간),평균온도(℃),평균압력(bar),에러발생횟수,종합상태
2024-06,EQ0164,299.73,31.8,5.21,3,정상
2024-06,EQ0168,359.88,26.7,9.18,0,정상
2024-06,EQ0175,794.92,36.7,4.39,1,정상
2024-06,EQ0176,798.63,38.1,1.47,2,정상
2024-06,EQ0177,651.26,38.2,9.12,1,경고
2024-06,EQ0183,221.09,20.6,2.65,4,정상
2024-06,EQ0185,779.77,30.4,6.45,1,경고
2024-06,EQ0186,556.07,28.6,9.73,3,주의
2024-06,EQ0188,427.72,41.3,1.84,3,주의
2024-06,EQ0190,386.54,40.7,4.0,2,정상
2024-06,EQ0191,705.19,26.2,3.97,4,주의
2024-06,EQ0192,596.37,24.2,8.63,2,정상
2024-06,EQ0196,380.62,31.4,1.52,1,주의
2024-06,EQ0197,342.51,26.5,3.21,0,정상
2024-06,EQ0198,530.92,22.3,5.13,4,정상
2024-06,EQ0199,524.76,48.5,2.94,3,정상
2024-06,EQ0200,369.31,45.2,5.64,4,정상
2024-06,EQ0201,570.01,48.4,4.58,1,정상
2024-06,EQ0202,422.12,23.2,9.53,4,정상
2024-06,EQ0207,476.45,40.3,4.82,3,정상
2024-06,EQ0209,379.51,37.8,4.62,0,정상
2024-06,EQ0210,409.81,34.3,2.41,3,주의
2024-06,EQ0213,507.43,51.6,9.74,4,정상
2024-06,EQ0214,404.96,35.0,5.56,1,정상
2024-06,EQ0215,468.47,27.7,3.92,0,정상
2024-06,EQ0216,324.68,47.1,2.45,0,경고
2024-06,EQ0217,348.32,35.9,9.87,2,주의
2024-06,EQ0218,506.02,23.6,8.16,4,정상
2024-06,EQ0219,724.07,41.8,3.45,4,정상
2024-06,EQ0220,275.32,25.8,7.99,2,경고
2024-06,EQ0221,655.3,56.7,6.88,1,정상
2024-06,EQ0226,488.82,35.1,9.01,3,주의
2024-06,EQ0229,672.35,26.0,9.05,3,정상
2024-06,EQ0230,459.88,31.0,7.0,3,정상
2024-06,EQ0234,676.14,22.8,3.45,2,정상
2024-06,EQ0237,615.25,26.9,5.95,4,정상
2024-06,EQ0238,750.81,37.5,5.13,1,정상
2024-06,EQ0240,376.78,36.4,8.49,4,정상
2024-06,EQ0242,364.8,56.8,3.53,2,정상
2024-06,EQ0244,443.17,39.4,1.25,2,정상
2024-06,EQ0245,367.95,39.0,4.19,0,주의
2024-06,EQ0247,592.59,46.7,3.34,2,정상
2024-06,EQ0248,622.9,45.2,3.47,3,정상
2024-06,EQ0249,639.46,25.9,9.44,3,주의
2024-06,EQ0250,599.64,30.0,5.02,2,정상
2024-06,EQ0253,701.2,25.4,6.56,0,정상
2024-06,EQ0254,414.92,57.4,2.68,3,주의
2024-06,EQ0255,536.69,43.0,7.91,2,정상
2024-06,EQ0256,735.6,57.5,7.06,2,정상
2024-06,EQ0257,631.92,49.2,3.65,1,정상
2024-06,EQ0258,431.78,39.9,2.45,0,정상
2024-06,EQ0259,458.25,32.0,7.92,1,주의
2024-06,EQ0262,589.7,33.1,6.51,0,정상
2024-06,EQ0265,292.11,44.4,6.79,3,정상
2024-06,EQ0266,513.56,42.8,5.16,0,정상
2024-06,EQ0267,403.22,58.8,7.11,1,주의
2024-06,EQ0269,216.32,53.1,2.84,0,정상
2024-06,EQ0272,503.43,31.5,8.05,2,정상
2024-06,EQ0277,396.3,25.6,8.78,0,정상
2024-06,EQ0279,608.27,38.7,6.96,0,경고
2024-06,EQ0280,470.06,25.1,3.65,3,정상
2024-06,EQ0282,412.87,35.2,5.39,3,주의
2024-06,EQ0283,208.02,20.3,7.99,2,정상
2024-06,EQ0284,684.47,25.4,2.88,2,주의
2024-06,EQ0285,751.04,36.1,5.54,0,정상
2024-06,EQ0286,540.14,58.5,1.72,4,정상
2024-06,EQ0287,374.01,41.9,6.62,1,정상
2024-06,EQ0288,512.78,37.6,5.47,2,정상
2024-06,EQ0289,655.93,30.4,4.56,3,주의
2024-06,EQ0290,307.27,40.9,7.27,2,정상
2024-06,EQ0293,690.64,25.1,4.78,4,정상
2024-06,EQ0295,272.83,44.3,8.4,1,정상
2024-06,EQ0297,391.48,28.5,4.54,0,경고
2024-06,EQ0298,624.42,33.8,3.09,3,정상
2024-07,EQ0005,653.16,23.8,8.23,3,정상
2024-07,EQ0007,296.89,34.4,8.95,4,경고
2024-07,EQ0008,486.34,36.8,4.89,3,경고
2024-07,EQ0009,255.96,53.5,5.04,1,정상
2024-07,EQ0010,652.17,33.2,1.21,4,정상
2024-07,EQ0013,730.25,47.2,5.6,2,정상
2024-07,EQ0015,480.91,35.8,8.02,1,정상
2024-07,EQ0018,727.15,59.5,4.69,2,정상
2024-07,EQ0020,330.79,40.3,2.87,4,주의
2024-07,EQ0021,501.08,39.6,5.98,2,정상
2024-07,EQ0025,663.54,31.8,5.79,2,정상
2024-07,EQ0027,473.68,49.9,5.67,4,정상
2024-07,EQ0028,738.79,27.2,6.49,1,정상
2024-07,EQ0030,394.92,43.4,7.51,0,주의
2024-07,EQ0032,579.37,46.0,9.36,3,정상
2024-07,EQ0033,617.9,46.8,5.66,1,주의
2024-07,EQ0034,248.82,34.5,9.84,3,정상
2024-07,EQ0035,556.84,50.5,8.37,3,주의
2024-07,EQ0037,660.79,26.1,8.85,2,정상
2024-07,EQ0038,598.66,49.9,4.0,4,주의
2024-07,EQ0042,219.46,54.2,1.75,0,정상
2024-07,EQ0047,292.98,43.2,9.7,1,경고
2024-07,EQ0049,305.39,30.1,2.49,3,경고
2024-07,EQ0050,610.35,27.3,9.97,4,정상
2024-07,EQ0051,361.61,41.4,7.11,0,주의
2024-07,EQ0053,573.42,59.2,4.61,3,정상
2024-07,EQ0055,460.42,21.7,3.2,4,정상
2024-07,EQ0060,264.33,33.7,6.51,3,정상
2024-07,EQ0063,682.56,35.8,1.2,1,주의
2024-07,EQ0066,563.84,27.9,1.46,2,정상
2024-07,EQ0070,581.67,33.6,2.32,1,정상
2024-07,EQ0071,265.52,25.0,4.83,4,정상
2024-07,EQ0073,406.13,41.2,9.65,4,정상
2024-07,EQ0074,690.06,27.6,2.03,2,정상
2024-07,EQ0075,438.69,58.9,3.92,0,경고
2024-07,EQ0079,609.15,45.4,2.82,2,정상
2024-07,EQ0080,269.93,44.4,6.37,3,정상
2024-07,EQ0081,631.86,53.4,2.3,1,정상
2024-07,EQ0082,209.97,22.0,4.19,4,주의
2024-07,EQ0084,620.16,54.5,6.49,3,정상
2024-07,EQ0085,659.11,54.3,8.29,3,주의
2024-07,EQ0086,399.9,48.7,9.44,4,정상
2024-07,EQ0087,443.76,34.6,9.8,0,경고
2024-07,EQ0091,792.49,41.9,5.29,4,정상
2024-07,EQ0092,461.18,41.3,4.16,4,정상
2024-07,EQ0101,517.89,47.7,2.63,2,정상
2024-07,EQ0102,738.5,23.8,2.38,2,정상
2024-07,EQ0105,532.92,47.3,3.6,4,정상
2024-07,EQ0106,247.7,23.7,3.38,2,정상
2024-07,EQ0112,298.64,36.9,9.53,2,정상
2024-07,EQ0115,411.32,55.7,9.11,3,주의
2024-07,EQ0116,394.2,43.4,7.41,1,주의
2024-07,EQ0117,352.52,43.2,4.39,0,주의
2024-07,EQ0120,612.81,29.4,4.06,4,정상
2024-07,EQ0123,770.15,36.4,9.82,1,경고
2024-07,EQ0124,320.85,24.0,5.08,1,주의
2024-07,EQ0125,382.39,57.1,3.28,4,정상
2024-07,EQ0127,214.29,31.0,6.81,2,주의
2024-07,EQ0130,699.6,57.7,9.68,1,주의
2024-07,EQ0131,596.14,55.7,9.44,0,정상
2024-07,EQ0134,540.04,23.9,8.18,1,정상
2024-07,EQ0136,747.17,54.1,3.76,4,정상
2024-07,EQ0139,701.64,28.5,2.8,0,정상
2024-07,EQ0140,477.2,32.9,6.26,1,정상
2024-07,EQ0141,749.37,24.9,6.7,4,주의
2024-07,EQ0142,224.9,37.1,6.31,0,주의
2024-07,EQ0145,289.89,54.7,9.3,4,주의
2024-07,EQ0146,377.02,30.6,8.64,1,정상
2024-07,EQ0147,267.06,58.5,2.6,0,정상
2024-07,EQ0151,379.4,29.1,4.78,4,정상
2024-07,EQ0152,246.62,38.7,9.0,0,정상
2024-07,EQ0153,783.51,36.2,4.56,1,정상
2024-07,EQ0155,534.51,56.6,8.51,0,정상
2024-07,EQ0156,796.59,37.1,5.32,4,정상
2024-07,EQ0158,208.71,44.7,6.51,2,정상
2024-07,EQ0161,376.36,27.2,1.82,0,경고
2024-07,EQ0163,695.56,26.5,2.93,1,정상
2024-07,EQ0164,609.51,20.1,4.27,1,정상
2024-07,EQ0165,703.68,30.0,1.59,4,정상
2024-07,EQ0166,720.35,59.2,5.76,2,정상
2024-07,EQ0167,510.21,34.9,7.52,0,주의
2024-07,EQ0169,495.48,36.7,9.82,4,주의
2024-07,EQ0170,212.09,31.8,6.13,1,정상
2024-07,EQ0171,242.24,48.5,2.36,2,정상
2024-07,EQ0172,701.9,49.7,1.61,4,정상
2024-07,EQ0174,319.71,27.1,8.26,3,정상
2024-07,EQ0175,654.79,33.1,5.8,2,정상
2024-07,EQ0176,719.87,58.7,9.03,2,주의
2024-07,EQ0177,470.61,54.8,4.81,0,정상
2024-07,EQ0178,679.23,23.6,7.72,0,정상
2024-07,EQ0181,440.55,36.9,6.51,4,정상
2024-07,EQ0182,232.69,42.4,6.83,4,정상
2024-07,EQ0183,420.41,36.5,7.44,0,정상
2024-07,EQ0185,583.07,59.9,9.15,4,정상
2024-07,EQ0187,607.5,48.9,3.74,3,주의
2024-07,EQ0190,342.77,49.0,6.8,0,주의
2024-07,EQ0193,273.4,27.0,9.47,4,정상
2024-07,EQ0194,307.72,39.6,2.02,3,정상
2024-07,EQ0195,661.49,22.1,6.07,4,경고
2024-07,EQ0197,678.03,28.9,3.71,3,정상
2024-07,EQ0198,200.37,39.1,1.18,2,정상
2024-07,EQ0201,340.11,33.3,9.11,2,정상
2024-07,EQ0202,259.1,50.0,6.43,4,정상
2024-07,EQ0204,553.19,50.1,4.35,2,정상
2024-07,EQ0207,783.57,21.6,7.5,3,정상
2024-07,EQ0208,350.18,37.8,6.51,3,정상
2024-07,EQ0209,796.34,57.5,7.45,4,정상
2024-07,EQ0214,223.13,49.5,7.45,3,정상
2024-07,EQ0220,703.79,37.4,1.63,4,주의
2024-07,EQ0221,759.38,57.1,7.4,0,주의
2024-07,EQ0223,761.07,49.7,7.37,2,정상
2024-07,EQ0224,441.21,47.1,7.19,1,주의
2024-07,EQ0225,680.52,24.9,4.69,3,정상
2024-07,EQ0226,745.38,43.7,7.79,3,정상
2024-07,EQ0228,640.07,51.4,4.87,2,정상
2024-07,EQ0234,423.74,45.9,7.31,1,정상
2024-07,EQ0235,693.37,59.6,7.29,1,주의
2024-07,EQ0238,405.51,49.3,1.65,1,정상
2024-07,EQ0239,377.42,42.6,6.82,0,정상
2024-07,EQ0241,382.57,56.4,6.37,0,정상
2024-07,EQ0247,379.22,49.0,9.38,3,정상
2024-07,EQ0248,397.8,53.1,9.9,2,경고
2024-07,EQ0249,324.25,21.5,4.11,3,정상
2024-07,EQ0252,408.2,23.8,8.97,4,정상
2024-07,EQ0253,266.86,55.2,4.99,1,정상
2024-07,EQ0256,665.36,42.9,4.42,4,정상
2024-07,EQ0258,284.57,23.2,8.27,3,정상
2024-07,EQ0262,689.32,32.0,9.39,1,주의
2024-07,EQ0263,626.47,29.8,6.28,1,정상
2024-07,EQ0264,579.37,50.1,9.59,3,정상
2024-07,EQ0265,570.88,39.8,5.37,0,정상
2024-07,EQ0267,574.95,25.4,9.94,0,주의
2024-07,EQ0269,699.95,28.6,1.64,1,주의
2024-07,EQ0272,733.92,43.6,3.96,3,주의
2024-07,EQ0276,378.49,35.7,1.66,0,주의
2024-07,EQ0278,284.3,43.8,2.39,3,정상
2024-07,EQ0279,455.94,52.2,4.85,0,주의
2024-07,EQ0280,344.32,22.6,1.5,1,주의
2024-07,EQ0281,725.61,53.3,4.11,3,정상
2024-07,EQ0283,752.58,45.1,1.29,4,정상
2024-07,EQ0286,396.74,48.4,4.13,1,정상
2024-07,EQ0287,652.66,45.4,9.6,0,정상
2024-07,EQ0289,269.85,24.1,9.11,0,주의
2024-07,EQ0290,521.14,59.5,2.93,4,정상
2024-07,EQ0291,304.8,57.5,3.76,2,정상
2024-07,EQ0294,465.57,37.9,6.51,3,정상
2024-07,EQ0296,290.6,22.2,3.82,1,정상
2024-07,EQ0297,560.58,59.8,6.89,2,정상
2024-07,EQ0298,408.74,21.5,9.49,3,정상
2024-07,EQ0299,581.67,27.4,8.75,4,정상
2024-08,EQ0001,588.76,41.6,2.05,4,주의
2024-08,EQ0002,375.63,57.6,3.01,4,정상
2024-08,EQ0005,557.66,46.1,5.72,3,경고
2024-08,EQ0008,513.84,35.0,5.83,2,경고
2024-08,EQ0009,224.31,27.4,8.37,1,경고
2024-08,EQ0010,715.01,51.0,3.75,4,주의
2024-08,EQ0012,394.22,46.6,3.63,4,정상
2024-08,EQ0013,741.81,58.0,8.47,3,정상
2024-08,EQ0014,736.36,58.2,6.19,0,주의
2024-08,EQ0015,527.88,29.1,9.31,0,경고
2024-08,EQ0016,546.27,22.6,8.41,4,정상
2024-08,EQ0017,535.91,57.3,3.3,4,정상
2024-08,EQ0018,438.67,21.3,3.99,2,정상
2024-08,EQ0019,208.04,22.3,10.0,4,정상
2024-08,EQ0020,624.89,51.5,6.0,4,주의
2024-08,EQ0023,742.43,45.4,9.28,3,정상
2024-08,EQ0026,238.95,42.1,2.27,0,정상
2024-08,EQ0027,428.54,25.9,8.61,0,주의
2024-08,EQ0029,534.8,59.2,2.35,3,정상
2024-08,EQ0030,512.2,43.1,2.98,3,주의
2024-08,EQ0032,643.4,47.8,4.37,0,정상
2024-08,EQ0036,362.44,49.5,4.25,1,정상
2024-08,EQ0039,630.13,27.3,1.07,2,주의
2024-08,EQ0042,527.25,27.5,8.05,4,경고
2024-08,EQ0043,289.95,53.6,2.2,3,정상
2024-08,EQ0045,729.46,31.0,2.2,0,경고
2024-08,EQ0046,327.65,54.1,7.12,0,정상
2024-08,EQ0047,763.03,50.7,3.0,1,주의
2024-08,EQ0048,641.16,46.7,7.94,0,정상
2024-08,EQ0051,240.35,37.6,6.84,2,주의
2024-08,EQ0055,405.57,24.9,1.9,2,경고
2024-08,EQ0056,207.92,20.4,6.04,4,정상
2024-08,EQ0058,672.93,30.8,3.4,1,경고
2024-08,EQ0059,634.02,58.8,5.22,3,경고
2024-08,EQ0063,764.21,32.6,6.21,4,정상
2024-08,EQ0066,597.57,23.6,5.3,1,정상
2024-08,EQ0067,541.88,35.5,1.77,2,정상
2024-08,EQ0068,570.14,35.2,5.29,3,정상
2024-08,EQ0070,266.37,29.4,7.71,4,정상
2024-08,EQ0071,267.68,43.8,2.92,2,정상
2024-08,EQ0072,525.78,48.7,6.95,3,경고
2024-08,EQ0074,631.78,52.5,5.12,1,주의
2024-08,EQ0076,547.66,57.1,9.25,2,정상
2024-08,EQ0080,533.9,28.6,1.71,0,정상
2024-08,EQ0086,625.22,24.2,9.44,4,정상
2024-08,EQ0087,436.28,56.4,2.17,2,정상
2024-08,EQ0090,739.11,54.5,3.04,4,정상
2024-08,EQ0094,234.74,39.5,4.8,3,경고
2024-08,EQ0096,255.25,27.6,5.84,2,정상
2024-08,EQ0097,331.83,26.6,5.22,1,정상
2024-08,EQ0102,755.42,33.5,4.92,0,주의
2024-08,EQ0103,414.61,39.3,3.1,1,경고
2024-08,EQ0104,544.33,46.4,7.04,1,정상
2024-08,EQ0106,698.16,21.4,6.82,2,주의
2024-08,EQ0107,301.34,43.0,6.42,3,정상
2024-08,EQ0108,369.11,36.1,3.57,4,정상
2024-08,EQ0112,291.55,43.8,7.48,1,정상
2024-08,EQ0114,573.48,59.1,4.9,3,정상
2024-08,EQ0117,791.18,57.5,5.88,3,정상
2024-08,EQ0120,462.02,20.1,3.07,2,정상
2024-08,EQ0122,298.06,35.8,7.21,0,정상
2024-08,EQ0130,372.35,26.7,2.96,3,정상
2024-08,EQ0133,554.05,24.1,3.74,2,정상
2024-08,EQ0134,689.54,23.0,4.97,1,정상
2024-08,EQ0135,253.11,55.1,5.85,1,정상
2024-08,EQ0136,772.81,36.9,6.83,4,정상
2024-08,EQ0138,271.09,52.4,9.42,1,정상
2024-08,EQ0139,451.17,25.7,3.56,2,주의
2024-08,EQ0141,619.85,26.6,7.76,3,주의
2024-08,EQ0142,727.6,21.4,8.95,2,주의
2024-08,EQ0143,383.4,38.2,3.57,0,주의
2024-08,EQ0145,564.24,44.3,1.87,1,정상
2024-08,EQ0146,418.52,31.4,6.27,3,주의
2024-08,EQ0148,662.57,25.2,7.75,2,정상
2024-08,EQ0151,622.75,29.7,1.36,3,정상
2024-08,EQ0152,407.24,29.2,1.35,4,정상
2024-08,EQ0153,548.5,51.1,5.15,0,정상
2024-08,EQ0158,388.47,30.5,6.61,1,정상
2024-08,EQ0159,606.65,48.3,1.35,0,정상
2024-08,EQ0163,670.94,33.7,9.52,1,정상
2024-08,EQ0165,205.83,59.2,1.27,1,주의
2024-08,EQ0166,533.89,34.1,9.99,2,주의
2024-08,EQ0169,590.89,42.2,1.0,4,주의
2024-08,EQ0170,355.82,25.0,9.54,4,정상
2024-08,EQ0171,273.14,20.5,4.65,1,주의
2024-08,EQ0175,233.21,43.6,8.22,4,정상
2024-08,EQ0177,411.78,20.8,9.84,4,주의
2024-08,EQ0178,580.86,54.9,3.49,3,정상
2024-08,EQ0182,390.32,48.4,2.62,3,주의
2024-08,EQ0183,215.23,57.2,4.67,4,정상
2024-08,EQ0186,455.03,21.6,3.99,3,정상
2024-08,EQ0187,641.96,49.5,7.61,3,주의
2024-08,EQ0191,494.49,36.1,9.53,3,정상
2024-08,EQ0196,726.52,32.2,1.03,2,주의
2024-08,EQ0197,673.25,42.7,9.29,0,정상
2024-08,EQ0201,505.86,40.7,1.0,0,정상
2024-08,EQ0205,779.26,43.0,2.58,0,정상
2024-08,EQ0207,670.25,52.3,1.27,2,정상
2024-08,EQ0210,569.88,23.2,9.2,0,정상
2024-08,EQ0215,664.88,20.4,9.42,3,정상
2024-08,EQ0216,634.78,36.6,7.34,1,정상
2024-08,EQ0217,522.67,43.1,2.7,4,정상
2024-08,EQ0218,491.07,22.3,5.03,4,정상
2024-08,EQ0220,743.48,52.1,7.16,4,정상
2024-08,EQ0223,728.48,32.4,3.07,2,주의
2024-08,EQ0225,716.4,53.4,2.93,0,주의
2024-08,EQ0226,206.49,25.4,4.22,2,정상
2024-08,EQ0227,726.61,48.5,7.93,0,정상
2024-08,EQ0229,772.35,45.1,4.14,3,주의
2024-08,EQ0231,602.07,47.1,7.09,2,정상
2024-08,EQ0233,360.38,44.4,4.19,3,정상
2024-08,EQ0234,263.32,26.3,7.06,3,정상
2024-08,EQ0236,571.62,28.5,2.21,0,주의
2024-08,EQ0238,619.39,58.4,6.86,3,정상
2024-08,EQ0240,583.69,23.9,7.81,3,정상
2024-08,EQ0241,469.44,34.4,8.75,1,정상
2024-08,EQ0243,460.55,56.5,7.37,4,주의
2024-08,EQ0244,406.63,54.3,4.62,1,경고
2024-08,EQ0245,627.74,52.2,1.83,1,정상
2024-08,EQ0246,469.15,47.7,4.52,1,정상
2024-08,EQ0248,593.74,55.0,8.62,1,정상
2024-08,EQ0250,435.53,58.5,1.89,2,정상
2024-08,EQ0251,547.42,30.3,4.09,1,정상
2024-08,EQ0252,744.65,21.9,5.98,4,정상
2024-08,EQ0253,363.04,56.5,8.87,0,정상
2024-08,EQ0255,548.91,47.8,7.58,1,정상
2024-08,EQ0256,293.26,44.9,8.92,2,경고
2024-08,EQ0258,447.25,24.2,2.92,0,정상
2024-08,EQ0260,716.33,39.2,3.5,1,정상
2024-08,EQ0263,305.61,59.4,9.36,1,정상
2024-08,EQ0264,558.27,35.0,1.05,0,정상
2024-08,EQ0267,707.43,37.8,3.15,1,정상
2024-08,EQ0272,402.45,44.5,4.07,2,정상
2024-08,EQ0274,405.08,54.5,1.33,1,정상
2024-08,EQ0275,540.07,46.5,6.43,1,주의
2024-08,EQ0277,591.03,53.4,2.49,0,정상
2024-08,EQ0278,663.23,57.6,5.91,2,정상
2024-08,EQ0279,249.85,48.5,2.77,4,정상
2024-08,EQ0282,400.99,49.2,2.05,3,정상
2024-08,EQ0283,631.9,58.2,8.87,3,경고
2024-08,EQ0284,707.02,46.3,5.02,2,정상
2024-08,EQ0286,490.13,35.3,7.26,0,정상
2024-08,EQ0288,324.67,57.5,8.81,1,주의
2024-08,EQ0290,322.94,52.2,8.49,3,정상
2024-08,EQ0291,645.67,51.8,2.69,2,정상
2024-08,EQ0292,701.6,59.2,5.87,4,경고
2024-08,EQ0294,330.73,29.5,8.91,0,정상
2024-08,EQ0297,239.48,38.0,3.8,0,정상
2024-08,EQ0298,230.11,39.8,1.99,1,정상
2024-08,EQ0300,797.4,27.0,1.19,4,주의
2024-09,EQ0006,743.71,45.9,9.25,1,주의
2024-09,EQ0007,747.76,58.9,3.43,4,정상
2024-09,EQ0008,389.41,22.4,9.61,4,정상
2024-09,EQ0013,655.75,45.6,4.25,1,정상
2024-09,EQ0014,488.9,49.7,9.77,0,주의
2024-09,EQ0015,514.41,52.9,7.45,3,주의
2024-09,EQ0025,263.38,33.9,3.77,2,정상
2024-09,EQ0026,669.01,43.7,6.38,4,주의
2024-09,EQ0028,319.6,21.5,4.7,2,정상
2024-09,EQ0030,239.87,56.5,5.07,0,정상
2024-09,EQ0031,339.61,25.0,8.78,4,정상
2024-09,EQ0032,593.56,25.1,9.0,4,정상
2024-09,EQ0033,306.24,44.7,2.35,0,정상
2024-09,EQ0034,635.58,31.2,9.26,3,주의
2024-09,EQ0035,312.73,36.2,4.59,2,정상
2024-09,EQ0036,634.3,47.0,1.86,4,정상
2024-09,EQ0038,647.93,50.9,2.25,1,정상
2024-09,EQ0042,475.31,23.0,5.32,4,주의
2024-09,EQ0047,759.42,51.8,3.13,1,정상
2024-09,EQ0048,509.15,20.1,4.74,1,주의
2024-09,EQ0050,342.56,43.5,1.43,3,정상
2024-09,EQ0053,483.44,26.6,4.36,4,정상
2024-09,EQ0056,647.83,29.0,4.74,4,정상
2024-09,EQ0057,507.65,33.5,1.52,4,정상
2024-09,EQ0058,358.86,37.4,9.02,2,정상
2024-09,EQ0061,375.11,35.4,5.2,1,주의
2024-09,EQ0064,784.81,58.7,2.33,4,주의
2024-09,EQ0067,296.95,23.7,5.85,0,정상
2024-09,EQ0068,408.27,29.7,6.55,1,정상
2024-09,EQ0069,564.62,49.8,5.83,4,정상
2024-09,EQ0070,406.03,33.7,6.8,3,정상
2024-09,EQ0071,789.5,51.2,8.57,3,정상
2024-09,EQ0074,603.52,39.5,2.46,4,정상
2024-09,EQ0075,634.25,29.5,2.98,0,정상
2024-09,EQ0082,402.42,35.1,5.23,2,정상
2024-09,EQ0083,702.09,58.6,6.12,2,정상
2024-09,EQ0086,217.58,23.0,1.97,4,정상
2024-09,EQ0087,762.31,23.5,2.46,0,경고
2024-09,EQ0090,584.82,56.8,5.57,1,경고
2024-09,EQ0091,572.69,54.1,3.3,0,정상
2024-09,EQ0095,612.72,35.3,3.8,1,정상
2024-09,EQ0096,240.8,27.9,9.46,3,경고
2024-09,EQ0098,408.8,35.8,6.57,4,정상
2024-09,EQ0099,352.52,37.9,2.44,0,경고
2024-09,EQ0101,664.35,38.7,3.89,2,경고
2024-09,EQ0102,789.25,36.5,7.38,2,정상
2024-09,EQ0103,537.99,51.5,6.5,1,정상
2024-09,EQ0104,670.77,30.3,7.69,2,정상
2024-09,EQ0105,272.55,43.9,1.64,4,정상
2024-09,EQ0106,621.12,50.3,9.86,4,경고
2024-09,EQ0108,791.56,52.1,3.6,4,경고
2024-09,EQ0109,418.7,56.7,6.16,4,정상
2024-09,EQ0110,687.28,23.8,7.31,0,정상
2024-09,EQ0111,431.77,56.0,1.3,2,정상
2024-09,EQ0112,268.75,47.9,6.08,2,정상
2024-09,EQ0113,568.93,32.0,7.12,2,주의
2024-09,EQ0114,333.74,34.0,3.4,4,정상
2024-09,EQ0116,722.32,29.7,2.42,1,정상
2024-09,EQ0118,448.18,27.5,8.93,0,정상
2024-09,EQ0120,548.61,52.4,9.05,3,정상
2024-09,EQ0122,651.99,22.1,9.94,3,정상
2024-09,EQ0123,319.3,52.2,7.78,0,정상
2024-09,EQ0128,494.56,24.2,6.18,2,정상
2024-09,EQ0130,207.2,35.1,1.84,4,경고
2024-09,EQ0134,707.38,32.8,8.44,0,주의
2024-09,EQ0135,796.1,42.7,4.13,1,정상
2024-09,EQ0136,351.29,54.4,1.27,1,정상
2024-09,EQ0137,320.13,43.8,4.74,2,주의
2024-09,EQ0138,790.0,52.3,9.93,3,정상
2024-09,EQ0139,374.51,38.0,7.62,3,주의
2024-09,EQ0140,698.73,53.9,2.22,3,정상
2024-09,EQ0141,536.91,55.1,4.91,0,주의
2024-09,EQ0142,283.31,24.8,7.8,3,정상
2024-09,EQ0147,339.39,43.4,9.98,0,정상
2024-09,EQ0151,595.59,35.1,4.91,3,정상
2024-09,EQ0152,783.32,44.7,4.04,0,정상
2024-09,EQ0153,626.18,23.8,4.12,3,정상
2024-09,EQ0154,324.51,57.7,5.05,1,경고
2024-09,EQ0155,636.75,28.6,6.19,1,정상
2024-09,EQ0159,291.01,21.7,5.52,0,주의
2024-09,EQ0161,320.52,31.8,8.54,3,정상
2024-09,EQ0163,274.79,34.7,1.79,1,정상
2024-09,EQ0164,429.02,42.3,8.93,2,정상
2024-09,EQ0165,773.81,54.3,4.93,4,정상
2024-09,EQ0166,212.94,40.4,6.88,2,정상
2024-09,EQ0167,695.32,56.9,3.1,3,주의
2024-09,EQ0168,711.86,26.9,7.49,0,경고
2024-09,EQ0170,359.45,31.4,5.87,0,정상
2024-09,EQ0173,346.09,58.3,4.34,1,주의
2024-09,EQ0175,500.28,32.3,8.55,1,정상
2024-09,EQ0178,598.96,42.4,2.53,4,주의
2024-09,EQ0182,752.82,41.2,1.28,1,경고
2024-09,EQ0183,414.55,59.2,5.9,2,정상
2024-09,EQ0187,734.16,50.2,6.07,3,정상
2024-09,EQ0188,771.87,32.3,1.77,0,정상
2024-09,EQ0189,458.9,36.9,4.88,0,주의
2024-09,EQ0191,315.19,38.3,5.94,1,정상
2024-09,EQ0192,649.11,38.3,1.31,3,정상
2024-09,EQ0195,555.95,55.5,9.84,1,정상
2024-09,EQ0196,218.65,45.3,6.67,4,주의
2024-09,EQ0198,736.89,34.6,8.46,1,정상
2024-09,EQ0200,211.42,24.1,3.06,2,경고
2024-09,EQ0201,700.27,47.1,9.35,0,정상
2024-09,EQ0204,568.4,34.5,7.92,2,정상
2024-09,EQ0212,364.2,32.6,6.55,0,정상
2024-09,EQ0213,403.44,31.5,4.2,3,정상
2024-09,EQ0214,436.38,32.4,8.28,4,정상
2024-09,EQ0220,472.03,53.8,3.32,2,주의
2024-09,EQ0221,400.23,39.6,3.66,0,주의
2024-09,EQ0222,560.07,56.9,6.79,0,정상
2024-09,EQ0223,531.74,25.2,8.79,0,정상
2024-09,EQ0225,744.71,31.1,7.0,0,주의
2024-09,EQ0226,309.95,24.9,4.02,1,정상
2024-09,EQ0231,402.68,28.2,9.47,3,주의
2024-09,EQ0232,584.7,41.1,1.26,4,정상
2024-09,EQ0233,226.39,40.3,8.66,4,정상
2024-09,EQ0235,585.49,28.5,6.33,4,주의
2024-09,EQ0236,618.27,32.3,8.9,0,정상
2024-09,EQ0237,281.44,23.6,4.59,1,정상
2024-09,EQ0240,308.98,26.1,6.31,4,정상
2024-09,EQ0242,288.36,27.3,8.89,1,정상
2024-09,EQ0244,702.46,59.9,5.53,1,주의
2024-09,EQ0250,736.07,23.0,4.7,1,정상
2024-09,EQ0251,357.93,33.5,3.81,3,주의
