기기ID,교체일자,부품명,부품규격,교체수량,부품비(원),공임(원),교체사유,담당자
EQ0243,2023-02-17,로드,36mm,1,97771,45101,정기교체,이영희
EQ0243,2023-05-23,임펠러,82mm,2,121184,94440,마모,김철수
EQ0243,2023-05-24,스프링,90mm,4,170151,96917,노후,최민준
EQ0243,2023-09-16,권선,91mm,4,189811,31696,마모,김철수
EQ0243,2024-03-19,케이싱,95mm,4,143832,32648,손상,최민준
EQ0244,2024-01-10,씰,48mm,4,169259,67109,정기교체,이영희
EQ0244,2024-05-09,씰,49mm,3,30954,53341,성능저하,최민준
EQ0244,2024-05-18,로드,88mm,4,191343,62415,성능저하,정수현
EQ0245,2023-09-28,씰,29mm,2,112971,45162,마모,이영희
EQ0246,2024-06-22,피스톤,10mm,1,130766,75584,손상,박준호
EQ0246,2024-07-09,밸브시트,17mm,3,156662,47883,정기교체,최민준
EQ0247,2023-05-04,밸브시트,28mm,4,139599,57424,마모,최민준
EQ0248,2023-08-15,필터,37mm,2,186389,81217,성능저하,최민준
EQ0248,2023-09-22,케이싱,32mm,1,180886,25179,마모,정수현
EQ0248,2024-05-31,임펠러,47mm,3,91506,50135,노후,이영희
EQ0248,2024-06-04,씰,21mm,4,88406,80916,마모,최민준
EQ0248,2024-08-09,로드,90mm,4,68009,91011,손상,김철수
EQ0249,2023-01-17,스프링,53mm,1,190311,50505,마모,정수현
EQ0249,2023-03-05,로드,39mm,4,111764,87028,마모,이영희
EQ0249,2023-05-29,스프링,20mm,4,101182,80787,노후,최민준
EQ0249,2024-06-15,권선,25mm,2,97468,59559,정기교체,최민준
EQ0250,2023-04-30,임펠러,64mm,4,148166,75597,손상,최민준
EQ0250,2024-03-17,베어링,67mm,2,152343,27512,정기교체,김철수
EQ0250,2024-04-25,밸브시트,56mm,2,195112,32764,정기교체,최민준
EQ0251,2023-12-27,스프링,35mm,2,71264,33926,마모,이영희
EQ0251,2024-03-27,베어링,65mm,2,52105,74410,노후,최민준
EQ0252,2023-03-03,권선,73mm,1,122695,44552,마모,김철수
EQ0252,2024-03-19,로드,33mm,3,109611,81356,마모,최민준
EQ0252,2024-06-26,피스톤,95mm,1,74932,43084,성능저하,김철수
EQ0252,2024-07-04,임펠러,33mm,3,82628,74447,정기교체,김철수
EQ0253,2023-12-13,케이싱,21mm,4,55209,44078,마모,김철수
EQ0253,2023-12-14,피스톤,72mm,4,109608,96840,성능저하,정수현
EQ0254,2023-02-28,필터,84mm,2,100583,23177,정기교체,이영희
EQ0254,2023-03-02,피스톤,66mm,3,140194,94200,노후,정수현
EQ0254,2023-05-06,피스톤,44mm,2,149764,21775,노후,이영희
EQ0254,2023-07-27,케이싱,61mm,1,172445,20783,노후,김철수
EQ0254,2023-12-31,씰,26mm,2,132610,21462,마모,이영희
EQ0255,2023-04-19,베어링,95mm,2,88598,66801,정기교체,정수현
EQ0256,2023-01-25,임펠러,51mm,4,147158,57101,손상,최민준
EQ0256,2023-05-30,스프링,20mm,1,59157,52717,성능저하,최민준
EQ0256,2024-03-18,베어링,67mm,4,190900,36978,정기교체,정수현
EQ0256,2024-04-07,스프링,89mm,4,144115,38015,노후,최민준
EQ0257,2023-02-05,피스톤,89mm,1,112132,68538,성능저하,이영희
EQ0257,2023-08-28,케이싱,18mm,3,158311,47240,손상,정수현
EQ0257,2024-01-20,스프링,89mm,3,122453,46520,손상,최민준
EQ0258,2023-07-24,임펠러,52mm,2,120183,75146,손상,최민준
EQ0258,2023-09-09,스프링,61mm,3,90078,94227,마모,박준호
EQ0259,2023-01-20,권선,91mm,4,41969,62084,마모,김철수
EQ0260,2023-03-17,케이싱,73mm,3,86924,95802,성능저하,최민준
EQ0260,2023-03-24,밸브시트,88mm,2,180952,38083,손상,김철수
EQ0260,2024-01-05,권선,37mm,2,43107,22862,손상,김철수
EQ0261,2023-02-16,케이싱,32mm,3,115528,83192,노후,최민준
EQ0261,2023-03-08,피스톤,41mm,1,22839,74557,마모,최민준
EQ0261,2023-10-12,씰,59mm,4,134514,93969,노후,박준호
EQ0262,2023-09-07,케이싱,24mm,3,148279,82544,마모,김철수
EQ0262,2023-09-15,임펠러,87mm,1,17676,57312,정기교체,김철수
EQ0262,2024-02-01,밸브시트,83mm,1,22185,40878,정기교체,정수현
EQ0262,2024-03-20,피스톤,99mm,3,75087,57649,정기교체,이영희
EQ0262,2024-07-25,밸브시트,63mm,4,123044,56409,노후,최민준
EQ0263,2023-02-20,필터,88mm,3,61141,30716,정기교체,박준호
EQ0263,2023-04-08,로드,87mm,4,184710,94789,노후,이영희
EQ0263,2024-03-11,베어링,94mm,3,145239,78373,손상,박준호
EQ0263,2024-08-16,로드,54mm,4,64534,56751,손상,김철수
EQ0264,2023-05-17,피스톤,53mm,2,56666,59135,마모,최민준
EQ0264,2023-05-22,로드,21mm,1,140062,98855,손상,정수현
EQ0265,2023-03-14,씰,87mm,3,170286,93597,마모,최민준
EQ0265,2023-09-12,케이싱,79mm,3,110844,85143,손상,최민준
EQ0265,2024-01-09,권선,84mm,1,59508,20579,성능저하,김철수
EQ0266,2023-01-02,필터,81mm,2,76477,20349,노후,정수현
EQ0266,2024-08-06,권선,61mm,2,158490,79566,정기교체,박준호
EQ0267,2023-05-12,씰,34mm,4,184623,90692,손상,정수현
EQ0267,2023-06-12,베어링,26mm,3,97877,41091,정기교체,박준호
EQ0267,2024-06-05,베어링,97mm,3,38957,27896,마모,김철수
EQ0267,2024-06-10,씰,55mm,2,20687,28694,손상,정수현
EQ0268,2023-02-05,밸브시트,39mm,3,115128,58966,성능저하,박준호
EQ0268,2023-08-30,케이싱,36mm,1,145046,44053,노후,박준호
EQ0268,2023-09-01,로드,46mm,4,57740,85490,손상,최민준
EQ0268,2023-12-29,로드,31mm,2,115111,20169,노후,이영희
EQ0269,2023-01-17,베어링,94mm,1,82666,75251,손상,정수현
EQ0269,2023-04-05,케이싱,35mm,4,91678,55069,정기교체,정수현
EQ0269,2023-12-21,임펠러,74mm,1,12094,65583,마모,박준호
EQ0270,2024-05-19,스프링,79mm,4,125091,40715,성능저하,박준호
EQ0270,2024-06-28,필터,39mm,2,77105,85675,성능저하,박준호
EQ0271,2023-01-13,권선,90mm,2,10372,99737,성능저하,정수현
EQ0271,2023-03-28,권선,73mm,4,186649,98576,정기교체,최민준
EQ0271,2023-08-14,베어링,81mm,1,12697,34903,마모,이영희
EQ0271,2023-11-03,케이싱,80mm,2,168817,54940,정기교체,최민준
EQ0272,2023-02-28,베어링,15mm,4,95532,83769,성능저하,정수현
EQ0272,2024-02-07,스프링,41mm,2,141827,82716,정기교체,정수현
EQ0273,2023-01-24,밸브시트,98mm,3,77229,83914,성능저하,박준호
EQ0273,2023-05-10,케이싱,12mm,2,132206,58577,손상,박준호
EQ0273,2024-05-17,로드,81mm,4,194847,61845,마모,이영희
EQ0274,2023-08-03,피스톤,67mm,2,173307,96180,손상,김철수
EQ0274,2024-03-14,권선,60mm,4,194248,75421,마모,이영희
EQ0274,2024-06-23,케이싱,37mm,1,131299,82469,정기교체,이영희
EQ0274,2024-06-24,밸브시트,74mm,4,31277,37503,노후,박준호
EQ0275,2023-03-30,베어링,84mm,4,196885,98910,정기교체,이영희
EQ0275,2023-10-05,케이싱,88mm,1,194017,93353,성능저하,최민준
EQ0275,2023-12-05,케이싱,59mm,3,18064,33986,손상,정수현
EQ0276,2023-04-01,밸브시트,96mm,3,141110,67812,노후,최민준
EQ0276,2023-04-04,권선,86mm,2,164855,56902,성능저하,박준호
EQ0276,2024-02-17,피스톤,54mm,4,41935,22663,성능저하,김철수
EQ0276,2024-03-27,로드,49mm,3,55248,27460,노후,정수현
EQ0277,2023-11-14,피스톤,54mm,1,155844,84114,손상,정수현
EQ0277,2024-07-04,권선,27mm,2,30840,75220,성능저하,박준호
EQ0278,2023-11-01,스프링,22mm,1,198161,82272,노후,이영희
EQ0278,2023-11-25,로드,85mm,2,98155,90071,손상,정수현
EQ0278,2024-04-21,스프링,72mm,3,82957,68582,정기교체,김철수
EQ0278,2024-05-07,케이싱,44mm,1,129180,91706,성능저하,이영희
EQ0278,2024-08-03,케이싱,11mm,2,80086,65248,마모,최민준
EQ0279,2023-10-26,케이싱,54mm,4,78079,90314,손상,박준호
EQ0279,2024-04-25,로드,91mm,4,95625,87737,노후,이영희
EQ0280,2023-06-20,베어링,93mm,2,66500,86483,노후,최민준
EQ0280,2023-07-10,권선,27mm,3,71049,27721,성능저하,박준호
EQ0280,2024-01-12,권선,80mm,3,139244,46619,손상,김철수
EQ0281,2023-05-04,케이싱,55mm,3,95305,24821,정기교체,정수현
EQ0281,2023-07-11,로드,17mm,1,26544,70936,노후,박준호
EQ0281,2024-05-06,밸브시트,75mm,2,116873,40232,정기교체,김철수
EQ0281,2024-06-28,필터,42mm,1,22198,28376,노후,정수현
EQ0282,2023-03-15,케이싱,34mm,4,86860,45822,마모,김철수
EQ0282,2024-04-26,스프링,47mm,4,181849,24014,정기교체,최민준
EQ0283,2023-02-05,케이싱,69mm,1,47603,48940,손상,박준호
EQ0283,2023-06-19,케이싱,53mm,3,167045,84558,손상,최민준
EQ0283,2023-08-23,스프링,49mm,1,19604,68029,정기교체,이영희
EQ0283,2024-03-04,케이싱,67mm,3,197275,51905,정기교체,이영희
EQ0284,2023-04-08,임펠러,68mm,4,177817,49712,정기교체,최민준
EQ0284,2023-06-15,필터,10mm,4,103733,43409,노후,정수현
EQ0284,2024-02-09,권선,55mm,4,105877,96668,정기교체,박준호
EQ0284,2024-03-18,베어링,88mm,4,44537,47337,마모,박준호
EQ0284,2024-03-31,밸브시트,75mm,3,74889,43406,노후,박준호
EQ0285,2023-03-04,로드,15mm,2,170362,45000,마모,김철수
EQ0285,2023-07-16,케이싱,19mm,2,106774,48353,성능저하,박준호
EQ0285,2024-07-28,권선,37mm,4,48649,59423,마모,이영희
EQ0286,2024-08-09,권선,82mm,2,186512,44829,마모,박준호
EQ0287,2024-04-13,로드,91mm,3,86855,46696,손상,최민준
EQ0288,2023-04-08,베어링,19mm,2,178671,30818,손상,김철수
EQ0288,2023-08-29,피스톤,99mm,4,179258,57154,마모,이영희
EQ0288,2023-09-19,케이싱,21mm,3,197939,99368,손상,박준호
EQ0288,2023-12-24,케이싱,80mm,3,44984,83478,마모,최민준
EQ0288,2024-02-05,임펠러,62mm,3,148243,70570,성능저하,최민준
EQ0289,2023-01-23,씰,91mm,1,14960,56283,노후,정수현
EQ0289,2023-04-03,필터,72mm,4,10733,81127,손상,이영희
EQ0289,2023-04-08,밸브시트,84mm,2,80775,86391,마모,이영희
EQ0289,2023-07-09,임펠러,41mm,2,130598,50825,정기교체,이영희
EQ0289,2024-06-05,피스톤,52mm,1,145789,24854,마모,최민준
EQ0290,2023-02-03,케이싱,67mm,1,127143,81976,성능저하,이영희
EQ0290,2023-02-27,로드,95mm,1,105168,82985,성능저하,정수현
EQ0290,2023-05-28,스프링,46mm,2,24497,91581,정기교체,최민준
EQ0290,2023-11-10,로드,94mm,1,69291,24231,정기교체,이영희
EQ0290,2024-03-18,임펠러,47mm,4,176518,56562,정기교체,김철수
EQ0291,2023-04-11,밸브시트,98mm,2,176045,38376,노후,최민준
EQ0291,2023-06-28,로드,17mm,1,161413,99382,손상,김철수
EQ0291,2023-12-21,임펠러,45mm,1,61632,66106,손상,최민준
EQ0292,2023-04-21,필터,84mm,4,195408,83178,노후,정수현
EQ0293,2023-09-23,로드,37mm,1,198477,41963,마모,정수현
EQ0293,2024-07-25,밸브시트,49mm,3,99950,25126,노후,박준호
EQ0294,2023-03-21,밸브시트,69mm,4,30146,42371,성능저하,최민준
EQ0294,2024-02-10,씰,55mm,4,184993,24388,성능저하,정수현
EQ0294,2024-06-02,씰,48mm,4,132184,92459,손상,박준호
EQ0295,2023-02-10,권선,66mm,4,172360,87310,노후,최민준
EQ0295,2023-08-31,임펠러,81mm,2,38283,61112,노후,김철수
EQ0295,2024-04-25,권선,93mm,2,95928,91679,노후,김철수
EQ0295,2024-08-14,피스톤,24mm,1,120840,47682,노후,이영희
EQ0296,2023-01-31,피스톤,11mm,1,42945,38760,마모,김철수
EQ0296,2023-04-21,피스톤,83mm,4,111019,61313,손상,박준호
EQ0296,2023-06-21,임펠러,51mm,4,93940,80126,마모,김철수
EQ0296,2024-02-24,로드,55mm,1,156274,98637,성능저하,김철수
EQ0296,2024-04-13,피스톤,22mm,3,52202,33528,손상,박준호
EQ0297,2023-06-23,임펠러,83mm,1,124462,41116,노후,김철수
EQ0297,2023-07-14,필터,93mm,4,42791,51027,정기교체,이영희
EQ0297,2024-08-03,씰,62mm,2,33196,26217,손상,이영희
EQ0297,2024-08-21,밸브시트,53mm,4,188531,44019,성능저하,김철수
EQ0298,2023-04-28,베어링,78mm,3,33792,72201,성능저하,이영희
EQ0298,2023-07-04,밸브시트,71mm,3,156300,55225,마모,정수현
EQ0299,2023-03-31,피스톤,72mm,4,197205,56537,성능저하,김철수
EQ0299,2023-04-18,필터,54mm,4,124100,45089,노후,김철수
EQ0299,2023-05-26,밸브시트,15mm,2,34347,57208,정기교체,박준호
EQ0299,2024-07-12,씰,53mm,4,47040,28678,성능저하,정수현
EQ0300,2023-03-13,스프링,65mm,1,93144,89894,손상,이영희
EQ0300,2023-04-24,밸브시트,50mm,1,77249,29240,정기교체,박준호
EQ0300,2023-09-03,씰,76mm,1,198722,75813,손상,김철수
EQ0300,2024-01-23,씰,55mm,2,127004,77328,손상,김철수
