기기ID,점검일자,점검항목,측정값,측정단위,점검결과,담당자,비고
EQ0151,2024-07-16,온도측정,68.04,°C,주의,이영희,조정완료
EQ0152,2023-01-11,소음진동,41.65,dB,정상,박준호,청소완료
EQ0152,2023-01-31,유량측정,53.29,L/min,정상,박준호,부품교체필요
EQ0152,2023-04-07,절연저항,30.71,L/min,경고,박준호,윤활유 추가
EQ0152,2023-05-08,압력검사,27.28,bar,정상,이영희,청소완료
EQ0152,2023-07-18,유량측정,64.83,MΩ,정상,이영희,부품교체필요
EQ0152,2023-10-03,소음진동,41.85,MΩ,정상,이영희,부품교체필요
EQ0152,2023-10-08,전류측정,32.85,A,정상,이영희,부품교체필요
EQ0152,2024-02-16,외관검사,26.84,°C,경고,최민준,
EQ0152,2024-02-20,압력검사,66.01,MΩ,정상,이영희,윤활유 추가
EQ0152,2024-02-24,소음진동,50.33,MΩ,경고,최민준,청소완료
EQ0152,2024-06-23,소음진동,22.64,°C,경고,박준호,
EQ0152,2024-07-07,절연저항,84.79,dB,정상,박준호,조정완료
EQ0153,2023-01-08,외관검사,25.75,°C,경고,박준호,조정완료
EQ0153,2023-03-03,온도측정,99.43,A,정상,정수현,부품교체필요
EQ0153,2023-03-24,전류측정,60.77,A,경고,김철수,부품교체필요
EQ0153,2023-04-05,유량측정,21.77,dB,경고,정수현,조정완료
EQ0153,2023-06-19,유량측정,33.33,bar,주의,이영희,
EQ0153,2023-07-29,전류측정,63.59,MΩ,정상,정수현,부품교체필요
EQ0153,2023-08-08,절연저항,64.77,L/min,경고,박준호,윤활유 추가
EQ0153,2023-11-17,절연저항,46.57,°C,정상,정수현,
EQ0153,2023-12-07,압력검사,60.98,°C,정상,김철수,윤활유 추가
EQ0153,2024-02-07,전류측정,30.01,A,경고,박준호,윤활유 추가
EQ0153,2024-02-24,절연저항,78.29,bar,경고,정수현,부품교체필요
EQ0153,2024-05-01,소음진동,87.46,MΩ,정상,이영희,조정완료
EQ0153,2024-07-12,전류측정,73.25,L/min,경고,최민준,윤활유 추가
EQ0153,2024-07-28,외관검사,10.22,bar,정상,최민준,조정완료
EQ0154,2023-05-25,전류측정,32.64,L/min,경고,정수현,부품교체필요
EQ0154,2023-07-26,절연저항,55.57,bar,주의,최민준,조정완료
EQ0154,2023-07-26,압력검사,81.04,A,정상,이영희,
EQ0154,2023-09-10,절연저항,39.91,A,정상,최민준,조정완료
EQ0154,2023-10-27,압력검사,83.41,°C,정상,정수현,조정완료
EQ0154,2023-12-02,온도측정,28.85,L/min,불량,최민준,
EQ0154,2023-12-22,압력검사,28.43,A,정상,박준호,조정완료
EQ0154,2024-02-24,온도측정,34.65,MΩ,정상,최민준,윤활유 추가
EQ0154,2024-03-27,유량측정,43.14,dB,정상,최민준,부품교체필요
EQ0154,2024-05-02,온도측정,60.4,L/min,주의,김철수,조정완료
EQ0154,2024-05-12,외관검사,17.37,MΩ,정상,김철수,조정완료
EQ0154,2024-07-28,유량측정,34.53,L/min,정상,김철수,윤활유 추가
EQ0155,2023-01-22,전류측정,86.88,bar,정상,박준호,청소완료
EQ0155,2023-01-24,전류측정,56.12,L/min,정상,김철수,부품교체필요
EQ0155,2023-01-30,절연저항,11.82,°C,정상,최민준,윤활유 추가
EQ0155,2023-02-16,소음진동,31.56,bar,경고,정수현,부품교체필요
EQ0155,2023-02-20,전류측정,17.74,°C,주의,최민준,부품교체필요
EQ0155,2023-08-27,절연저항,75.14,°C,정상,이영희,윤활유 추가
EQ0155,2023-09-15,소음진동,91.0,dB,주의,최민준,
EQ0155,2023-10-28,유량측정,70.49,MΩ,주의,이영희,
EQ0155,2024-01-02,절연저항,92.7,°C,주의,최민준,청소완료
EQ0155,2024-01-17,압력검사,85.2,°C,경고,김철수,부품교체필요
EQ0155,2024-02-25,외관검사,26.98,L/min,주의,정수현,부품교체필요
EQ0155,2024-03-05,압력검사,92.39,A,정상,정수현,청소완료
EQ0155,2024-05-08,소음진동,63.38,bar,정상,정수현,
EQ0155,2024-06-11,절연저항,22.74,L/min,정상,정수현,조정완료
EQ0155,2024-07-21,온도측정,39.16,MΩ,경고,최민준,조정완료
EQ0156,2023-04-23,외관검사,14.72,dB,정상,박준호,
EQ0156,2023-05-17,외관검사,37.79,MΩ,정상,최민준,청소완료
EQ0156,2023-05-24,유량측정,69.79,A,정상,박준호,청소완료
EQ0156,2023-07-08,소음진동,19.17,MΩ,정상,이영희,조정완료
EQ0156,2023-07-19,온도측정,10.93,dB,정상,김철수,조정완료
EQ0156,2023-08-21,압력검사,62.17,MΩ,정상,김철수,윤활유 추가
EQ0156,2023-09-10,절연저항,52.69,bar,정상,김철수,윤활유 추가
EQ0156,2023-10-28,온도측정,12.8,bar,정상,박준호,부품교체필요
EQ0156,2023-11-07,유량측정,70.68,MΩ,정상,정수현,부품교체필요
EQ0156,2023-12-26,소음진동,14.81,L/min,정상,최민준,윤활유 추가
EQ0156,2024-04-27,절연저항,30.79,bar,정상,박준호,청소완료
EQ0156,2024-05-12,온도측정,12.08,L/min,정상,김철수,청소완료
EQ0156,2024-06-02,절연저항,16.22,dB,정상,최민준,조정완료
EQ0156,2024-07-18,압력검사,52.76,bar,주의,정수현,
EQ0156,2024-08-03,절연저항,34.58,°C,정상,박준호,청소완료
EQ0157,2023-01-18,전류측정,76.87,dB,경고,최민준,청소완료
EQ0157,2023-02-04,외관검사,69.79,bar,정상,이영희,
EQ0157,2023-03-16,유량측정,54.41,A,경고,김철수,조정완료
EQ0157,2023-04-22,압력검사,93.13,°C,정상,이영희,부품교체필요
EQ0157,2023-08-30,전류측정,30.87,bar,정상,이영희,부품교체필요
EQ0157,2023-08-31,전류측정,23.35,°C,주의,박준호,
EQ0157,2024-03-20,절연저항,75.2,dB,정상,박준호,윤활유 추가
EQ0157,2024-03-31,유량측정,22.0,A,경고,이영희,부품교체필요
EQ0157,2024-08-21,전류측정,36.76,dB,정상,김철수,부품교체필요
EQ0158,2023-02-27,압력검사,41.48,bar,정상,최민준,부품교체필요
EQ0158,2023-03-23,유량측정,44.51,A,주의,이영희,윤활유 추가
EQ0158,2023-04-27,외관검사,92.96,dB,정상,이영희,부품교체필요
EQ0158,2023-06-03,유량측정,92.58,°C,정상,박준호,조정완료
EQ0158,2023-08-23,절연저항,77.72,A,주의,김철수,
EQ0158,2024-04-02,전류측정,99.15,MΩ,주의,최민준,부품교체필요
EQ0159,2023-01-10,절연저항,81.23,MΩ,정상,김철수,
EQ0159,2023-05-23,압력검사,66.66,MΩ,경고,김철수,청소완료
EQ0159,2023-05-28,압력검사,59.09,°C,불량,이영희,
EQ0159,2023-08-17,절연저항,27.35,L/min,주의,정수현,부품교체필요
EQ0159,2023-09-19,소음진동,17.17,°C,정상,박준호,청소완료
EQ0159,2023-12-07,온도측정,73.37,dB,정상,박준호,청소완료
EQ0159,2024-02-05,압력검사,37.48,°C,정상,이영희,청소완료
EQ0160,2023-03-18,전류측정,22.83,L/min,정상,김철수,청소완료
EQ0160,2023-07-18,외관검사,78.23,bar,주의,이영희,
EQ0160,2023-08-05,외관검사,55.7,dB,정상,정수현,윤활유 추가
EQ0160,2023-09-01,절연저항,19.06,L/min,정상,최민준,부품교체필요
EQ0160,2023-12-08,온도측정,36.94,A,정상,박준호,조정완료
EQ0161,2023-04-05,외관검사,71.5,bar,정상,박준호,부품교체필요
EQ0161,2023-04-20,유량측정,44.03,L/min,주의,정수현,
EQ0161,2023-04-26,온도측정,23.9,°C,정상,정수현,부품교체필요
EQ0161,2023-06-06,전류측정,97.13,bar,주의,이영희,
EQ0161,2023-08-08,전류측정,60.19,A,정상,최민준,윤활유 추가
EQ0161,2023-08-14,유량측정,32.47,MΩ,주의,정수현,부품교체필요
EQ0161,2023-08-16,전류측정,11.61,dB,주의,이영희,부품교체필요
EQ0161,2023-09-07,외관검사,55.25,A,정상,이영희,윤활유 추가
EQ0161,2023-11-28,절연저항,14.8,°C,정상,정수현,
EQ0161,2024-01-07,압력검사,98.92,L/min,정상,최민준,
EQ0161,2024-02-27,유량측정,76.92,dB,정상,이영희,부품교체필요
EQ0161,2024-03-21,온도측정,85.45,°C,정상,이영희,청소완료
EQ0161,2024-05-11,온도측정,39.15,L/min,경고,이영희,
EQ0161,2024-08-04,압력검사,21.35,A,경고,최민준,청소완료
EQ0162,2023-04-13,전류측정,75.17,bar,정상,김철수,조정완료
EQ0162,2023-06-27,전류측정,83.95,bar,정상,박준호,조정완료
EQ0162,2024-01-09,절연저항,82.75,bar,정상,김철수,청소완료
EQ0162,2024-03-09,외관검사,55.83,A,정상,이영희,
EQ0162,2024-03-14,전류측정,89.92,MΩ,정상,김철수,윤활유 추가
EQ0163,2023-04-17,온도측정,82.51,bar,경고,김철수,조정완료
EQ0163,2023-04-26,유량측정,33.92,dB,정상,정수현,
EQ0163,2023-08-05,온도측정,29.57,MΩ,정상,이영희,
EQ0163,2023-08-30,전류측정,31.98,MΩ,정상,최민준,윤활유 추가
EQ0163,2023-08-31,절연저항,21.57,MΩ,정상,최민준,부품교체필요
EQ0163,2023-09-09,온도측정,91.39,dB,정상,이영희,청소완료
EQ0163,2024-01-09,절연저항,54.6,dB,정상,정수현,윤활유 추가
EQ0163,2024-01-16,압력검사,65.23,MΩ,주의,이영희,
EQ0163,2024-02-28,압력검사,96.53,MΩ,정상,김철수,조정완료
EQ0163,2024-04-10,외관검사,40.86,dB,정상,박준호,
EQ0163,2024-06-20,유량측정,81.21,dB,정상,정수현,부품교체필요
EQ0164,2023-02-01,절연저항,55.42,A,경고,이영희,부품교체필요
EQ0164,2023-03-20,소음진동,78.59,bar,정상,김철수,부품교체필요
EQ0164,2023-11-10,외관검사,29.42,L/min,정상,박준호,청소완료
EQ0164,2024-01-08,외관검사,36.89,L/min,정상,최민준,윤활유 추가
EQ0164,2024-02-24,외관검사,11.49,A,정상,박준호,조정완료
EQ0165,2023-01-14,절연저항,37.86,°C,정상,김철수,조정완료
EQ0165,2023-05-28,전류측정,91.12,MΩ,정상,박준호,
EQ0165,2023-12-24,소음진동,78.05,°C,정상,최민준,부품교체필요
EQ0165,2024-02-22,소음진동,27.85,MΩ,정상,정수현,윤활유 추가
EQ0165,2024-03-30,절연저항,60.13,MΩ,정상,최민준,청소완료
EQ0165,2024-04-10,전류측정,33.03,dB,경고,김철수,청소완료
EQ0165,2024-05-23,절연저항,40.3,°C,주의,김철수,
EQ0165,2024-07-02,압력검사,79.49,dB,경고,정수현,윤활유 추가
EQ0166,2023-04-07,외관검사,16.84,dB,정상,정수현,청소완료
EQ0166,2023-09-14,외관검사,24.6,dB,정상,김철수,청소완료
EQ0166,2023-10-14,온도측정,21.44,MΩ,정상,최민준,조정완료
EQ0166,2024-04-13,소음진동,50.44,L/min,정상,최민준,조정완료
EQ0166,2024-05-20,압력검사,78.47,L/min,정상,이영희,조정완료
EQ0166,2024-06-20,압력검사,36.34,A,주의,김철수,
EQ0167,2023-04-16,소음진동,21.93,L/min,주의,최민준,조정완료
EQ0167,2023-05-25,소음진동,14.7,L/min,정상,정수현,부품교체필요
EQ0167,2023-08-17,유량측정,88.31,L/min,정상,최민준,
EQ0167,2023-12-22,절연저항,75.95,A,정상,최민준,윤활유 추가
EQ0167,2023-12-31,전류측정,20.06,bar,경고,김철수,윤활유 추가
EQ0167,2024-02-14,절연저항,71.03,MΩ,정상,김철수,청소완료
EQ0167,2024-03-30,외관검사,55.71,dB,정상,이영희,
EQ0167,2024-05-08,소음진동,29.91,dB,정상,최민준,조정완료
EQ0168,2023-02-15,소음진동,33.5,dB,정상,김철수,윤활유 추가
EQ0168,2023-03-11,온도측정,37.02,MΩ,정상,최민준,부품교체필요
EQ0168,2023-03-25,전류측정,83.27,MΩ,경고,정수현,부품교체필요
EQ0168,2024-02-28,외관검사,29.94,L/min,정상,정수현,청소완료
EQ0168,2024-04-07,소음진동,20.8,MΩ,정상,김철수,조정완료
EQ0168,2024-04-19,유량측정,91.86,bar,주의,이영희,부품교체필요
EQ0168,2024-06-25,소음진동,51.56,dB,경고,이영희,조정완료
EQ0168,2024-07-28,압력검사,75.34,bar,주의,박준호,청소완료
EQ0169,2023-08-05,소음진동,82.82,bar,정상,박준호,청소완료
EQ0169,2023-10-06,압력검사,66.59,MΩ,주의,박준호,
EQ0169,2024-04-26,외관검사,20.78,°C,정상,정수현,청소완료
EQ0169,2024-07-11,온도측정,86.47,°C,정상,최민준,
EQ0169,2024-07-23,유량측정,84.3,L/min,정상,김철수,
EQ0170,2023-03-16,유량측정,89.55,MΩ,경고,최민준,윤활유 추가
EQ0170,2023-03-31,소음진동,73.39,dB,정상,최민준,윤활유 추가
EQ0170,2023-04-16,소음진동,63.97,A,정상,김철수,
EQ0170,2023-05-29,유량측정,51.45,L/min,경고,최민준,부품교체필요
EQ0170,2023-08-05,외관검사,83.4,bar,정상,정수현,청소완료
EQ0170,2023-08-17,전류측정,32.02,dB,주의,정수현,
EQ0170,2024-01-23,절연저항,36.64,dB,정상,이영희,윤활유 추가
EQ0170,2024-03-10,온도측정,80.2,MΩ,정상,최민준,조정완료
EQ0170,2024-04-03,온도측정,97.74,bar,정상,이영희,윤활유 추가
EQ0170,2024-04-25,압력검사,87.36,L/min,정상,김철수,윤활유 추가
EQ0171,2023-01-07,유량측정,95.21,bar,정상,이영희,조정완료
EQ0171,2023-02-17,외관검사,33.71,°C,정상,박준호,조정완료
EQ0171,2023-03-13,전류측정,57.89,MΩ,정상,최민준,윤활유 추가
EQ0171,2023-07-17,외관검사,92.53,bar,주의,최민준,조정완료
EQ0171,2023-08-28,전류측정,10.42,dB,경고,김철수,청소완료
EQ0171,2023-09-01,압력검사,81.24,bar,불량,이영희,부품교체필요
EQ0171,2023-12-13,압력검사,86.24,°C,정상,정수현,청소완료
EQ0171,2023-12-17,유량측정,19.0,°C,정상,김철수,
EQ0171,2024-02-03,소음진동,57.58,°C,정상,이영희,부품교체필요
EQ0171,2024-03-25,전류측정,44.84,L/min,주의,김철수,청소완료
EQ0171,2024-04-14,소음진동,71.55,A,정상,박준호,조정완료
EQ0171,2024-05-29,유량측정,39.63,dB,불량,이영희,청소완료
EQ0172,2023-02-09,절연저항,62.28,°C,정상,이영희,부품교체필요
EQ0172,2023-02-14,외관검사,67.08,A,정상,박준호,부품교체필요
EQ0172,2023-05-10,절연저항,39.61,dB,정상,정수현,조정완료
EQ0172,2023-05-18,유량측정,77.46,MΩ,주의,김철수,청소완료
EQ0172,2023-06-08,외관검사,40.48,°C,불량,정수현,윤활유 추가
EQ0172,2023-07-16,외관검사,40.59,°C,주의,정수현,부품교체필요
EQ0172,2023-07-22,절연저항,15.44,L/min,정상,박준호,윤활유 추가
EQ0172,2024-02-15,절연저항,61.74,MΩ,주의,이영희,윤활유 추가
EQ0172,2024-03-10,외관검사,46.39,L/min,주의,이영희,
EQ0172,2024-04-27,압력검사,14.85,°C,정상,이영희,조정완료
EQ0172,2024-04-28,외관검사,98.49,°C,정상,이영희,윤활유 추가
EQ0172,2024-04-30,온도측정,31.44,A,주의,이영희,부품교체필요
EQ0172,2024-06-27,압력검사,51.23,A,정상,박준호,윤활유 추가
EQ0172,2024-08-07,온도측정,93.75,dB,정상,박준호,부품교체필요
EQ0173,2023-01-22,유량측정,38.6,dB,정상,박준호,윤활유 추가
EQ0173,2023-02-08,절연저항,83.81,°C,정상,이영희,윤활유 추가
EQ0173,2023-05-03,유량측정,41.41,MΩ,주의,김철수,윤활유 추가
EQ0173,2023-09-14,절연저항,81.75,A,정상,이영희,청소완료
EQ0173,2024-04-10,온도측정,30.38,A,불량,정수현,부품교체필요
EQ0173,2024-07-27,외관검사,49.39,dB,정상,최민준,청소완료
EQ0174,2023-02-28,압력검사,48.22,dB,정상,김철수,청소완료
EQ0174,2023-03-22,전류측정,87.56,°C,정상,박준호,청소완료
EQ0174,2023-03-26,절연저항,56.67,bar,정상,김철수,윤활유 추가
EQ0174,2023-05-09,압력검사,67.52,L/min,정상,정수현,
EQ0174,2023-05-11,절연저항,30.81,bar,정상,정수현,청소완료
EQ0174,2023-05-15,전류측정,16.56,MΩ,정상,김철수,청소완료
EQ0174,2023-06-05,소음진동,82.41,dB,경고,정수현,부품교체필요
EQ0174,2023-07-13,전류측정,80.44,MΩ,정상,이영희,
EQ0174,2023-12-11,소음진동,96.18,°C,주의,김철수,조정완료
EQ0174,2024-01-29,유량측정,70.32,bar,정상,박준호,조정완료
EQ0174,2024-03-09,절연저항,16.76,MΩ,정상,김철수,부품교체필요
EQ0174,2024-05-20,절연저항,94.71,°C,불량,최민준,조정완료
EQ0174,2024-06-26,전류측정,55.81,A,정상,김철수,부품교체필요
EQ0174,2024-07-10,소음진동,97.25,°C,정상,정수현,청소완료
EQ0174,2024-07-26,절연저항,54.2,dB,정상,김철수,
EQ0175,2023-03-06,외관검사,79.85,bar,정상,김철수,청소완료
EQ0175,2023-04-05,유량측정,13.68,MΩ,정상,김철수,
EQ0175,2023-05-07,절연저항,17.41,°C,정상,김철수,윤활유 추가
EQ0175,2023-08-03,전류측정,84.11,L/min,정상,이영희,윤활유 추가
EQ0175,2023-10-19,소음진동,94.24,MΩ,정상,김철수,청소완료
EQ0175,2023-10-30,소음진동,68.35,MΩ,경고,이영희,
EQ0175,2023-12-04,외관검사,53.67,A,정상,최민준,
EQ0175,2023-12-11,절연저항,42.0,bar,불량,최민준,조정완료
EQ0175,2024-01-10,유량측정,79.91,L/min,정상,이영희,부품교체필요
EQ0175,2024-03-13,외관검사,52.58,L/min,정상,정수현,
EQ0176,2023-01-24,압력검사,86.13,°C,정상,박준호,부품교체필요
EQ0176,2023-03-25,외관검사,48.06,bar,주의,이영희,조정완료
EQ0176,2023-06-01,온도측정,63.06,A,정상,최민준,부품교체필요
EQ0176,2023-06-16,유량측정,78.86,dB,주의,박준호,
EQ0176,2023-08-06,전류측정,54.2,dB,정상,최민준,조정완료
EQ0176,2023-08-10,온도측정,40.36,L/min,정상,김철수,청소완료
EQ0176,2023-08-30,전류측정,91.76,A,정상,이영희,부품교체필요
EQ0176,2023-12-09,외관검사,98.71,dB,정상,김철수,윤활유 추가
EQ0176,2023-12-14,외관검사,26.95,dB,주의,정수현,
EQ0176,2024-01-11,전류측정,68.18,dB,불량,최민준,청소완료
EQ0176,2024-02-04,전류측정,11.11,bar,정상,이영희,
EQ0176,2024-02-09,소음진동,10.74,L/min,정상,박준호,부품교체필요
EQ0176,2024-05-05,소음진동,46.93,bar,경고,이영희,윤활유 추가
EQ0176,2024-05-18,외관검사,24.03,L/min,정상,최민준,
EQ0176,2024-06-26,유량측정,45.42,MΩ,주의,김철수,부품교체필요
EQ0177,2023-04-15,외관검사,35.34,A,정상,정수현,윤활유 추가
EQ0177,2023-05-09,외관검사,50.62,L/min,정상,김철수,부품교체필요
EQ0177,2023-08-27,외관검사,10.33,MΩ,정상,정수현,
EQ0177,2023-12-07,유량측정,35.63,°C,주의,최민준,윤활유 추가
EQ0177,2024-05-09,전류측정,77.32,°C,정상,이영희,
EQ0177,2024-07-16,온도측정,20.8,dB,경고,정수현,청소완료
EQ0178,2023-01-24,압력검사,33.86,MΩ,주의,정수현,청소완료
EQ0178,2023-02-18,소음진동,43.0,°C,주의,정수현,
EQ0178,2023-04-29,외관검사,37.35,dB,불량,최민준,윤활유 추가
EQ0178,2023-05-28,압력검사,60.61,L/min,불량,최민준,부품교체필요
EQ0178,2024-04-25,전류측정,34.06,A,정상,이영희,조정완료
EQ0178,2024-07-01,절연저항,97.48,dB,정상,박준호,부품교체필요
EQ0178,2024-07-07,압력검사,71.69,bar,정상,박준호,청소완료
EQ0179,2023-01-20,유량측정,30.37,MΩ,정상,박준호,조정완료
EQ0179,2023-01-26,외관검사,62.36,dB,주의,최민준,부품교체필요
EQ0179,2023-03-07,유량측정,65.3,bar,정상,김철수,부품교체필요
EQ0179,2023-05-03,전류측정,80.0,MΩ,정상,이영희,
EQ0179,2023-08-08,외관검사,84.36,bar,정상,이영희,청소완료
EQ0179,2023-11-28,유량측정,50.85,MΩ,정상,정수현,부품교체필요
EQ0179,2024-03-25,유량측정,80.36,MΩ,정상,이영희,윤활유 추가
EQ0179,2024-07-06,온도측정,59.14,°C,정상,이영희,부품교체필요
EQ0179,2024-07-21,전류측정,92.5,°C,정상,정수현,청소완료
EQ0179,2024-08-14,소음진동,15.83,A,정상,이영희,윤활유 추가
EQ0180,2023-02-10,온도측정,13.14,A,정상,이영희,조정완료
EQ0180,2023-03-19,전류측정,52.13,dB,경고,최민준,
EQ0180,2023-04-06,압력검사,28.77,A,경고,박준호,조정완료
EQ0180,2023-04-29,절연저항,39.18,MΩ,정상,최민준,조정완료
EQ0180,2023-06-28,압력검사,17.69,L/min,주의,박준호,윤활유 추가
EQ0180,2023-09-02,전류측정,86.45,L/min,정상,박준호,조정완료
EQ0180,2023-11-13,전류측정,51.81,A,정상,정수현,부품교체필요
EQ0180,2023-12-16,소음진동,19.08,bar,정상,정수현,청소완료
EQ0180,2024-01-16,온도측정,36.45,A,주의,정수현,조정완료
EQ0180,2024-01-22,온도측정,44.72,L/min,경고,정수현,
EQ0180,2024-02-09,온도측정,20.32,L/min,정상,이영희,윤활유 추가
EQ0180,2024-02-26,절연저항,69.36,A,주의,박준호,조정완료
EQ0180,2024-03-10,소음진동,38.92,MΩ,정상,박준호,조정완료
EQ0180,2024-05-01,유량측정,26.81,dB,정상,박준호,조정완료
EQ0180,2024-07-06,압력검사,14.83,MΩ,정상,정수현,조정완료
EQ0181,2023-03-10,외관검사,17.1,A,정상,박준호,조정완료
EQ0181,2023-03-25,유량측정,18.61,bar,정상,김철수,조정완료
EQ0181,2023-05-22,절연저항,90.14,A,정상,김철수,청소완료
EQ0181,2023-06-19,전류측정,44.89,dB,정상,이영희,
EQ0181,2023-08-04,전류측정,74.32,°C,정상,이영희,청소완료
EQ0181,2023-09-22,유량측정,75.07,L/min,정상,김철수,
EQ0181,2023-11-04,전류측정,86.49,L/min,주의,정수현,부품교체필요
EQ0181,2024-02-17,절연저항,84.38,bar,정상,김철수,청소완료
EQ0181,2024-03-23,소음진동,45.51,°C,정상,정수현,
EQ0181,2024-04-30,유량측정,44.96,dB,정상,박준호,
EQ0181,2024-06-02,절연저항,49.46,L/min,정상,박준호,윤활유 추가
EQ0181,2024-06-09,외관검사,31.69,bar,정상,이영희,조정완료
EQ0182,2023-02-01,온도측정,25.56,MΩ,정상,최민준,윤활유 추가
EQ0182,2023-02-12,외관검사,24.34,°C,정상,이영희,
EQ0182,2023-05-16,외관검사,74.95,dB,주의,박준호,부품교체필요
EQ0182,2023-06-12,전류측정,45.77,bar,정상,김철수,청소완료
EQ0182,2023-09-06,외관검사,74.99,°C,정상,정수현,청소완료
EQ0182,2024-01-23,절연저항,69.38,A,정상,정수현,조정완료
EQ0182,2024-06-29,온도측정,74.7,bar,정상,정수현,청소완료
EQ0182,2024-08-06,소음진동,35.57,A,정상,박준호,부품교체필요
EQ0183,2023-01-31,온도측정,76.09,dB,주의,최민준,부품교체필요
EQ0183,2023-07-23,외관검사,65.17,bar,경고,김철수,
EQ0183,2023-11-18,온도측정,45.22,dB,불량,이영희,청소완료
EQ0183,2023-12-28,절연저항,20.14,A,정상,최민준,부품교체필요
EQ0183,2024-06-10,압력검사,93.09,A,정상,정수현,
EQ0183,2024-07-23,외관검사,90.52,dB,정상,최민준,
EQ0183,2024-07-24,유량측정,39.54,MΩ,정상,이영희,조정완료
EQ0184,2023-01-03,압력검사,83.85,MΩ,정상,이영희,부품교체필요
EQ0184,2023-01-21,외관검사,81.91,A,정상,박준호,윤활유 추가
EQ0184,2023-02-18,절연저항,56.14,MΩ,정상,김철수,청소완료
EQ0184,2023-02-21,외관검사,37.84,dB,주의,김철수,윤활유 추가
EQ0184,2023-04-12,온도측정,53.32,MΩ,주의,정수현,부품교체필요
EQ0184,2023-06-14,압력검사,58.86,L/min,정상,박준호,청소완료
EQ0184,2023-08-22,압력검사,65.27,bar,정상,정수현,청소완료
EQ0184,2023-09-19,압력검사,25.69,bar,정상,김철수,조정완료
EQ0184,2023-11-04,절연저항,88.71,dB,정상,정수현,청소완료
EQ0184,2023-12-19,유량측정,82.18,bar,정상,김철수,조정완료
EQ0184,2024-02-01,온도측정,44.35,L/min,정상,김철수,
EQ0184,2024-06-12,압력검사,76.98,dB,주의,박준호,조정완료
EQ0184,2024-06-26,유량측정,14.99,bar,불량,정수현,청소완료
EQ0185,2023-01-27,외관검사,60.11,°C,정상,최민준,윤활유 추가
EQ0185,2023-03-08,유량측정,92.7,dB,불량,정수현,청소완료
EQ0185,2023-03-15,외관검사,61.45,°C,불량,박준호,
EQ0185,2023-04-17,외관검사,56.59,L/min,불량,최민준,윤활유 추가
EQ0185,2023-05-07,소음진동,17.22,dB,불량,박준호,
EQ0185,2023-05-31,유량측정,25.62,MΩ,정상,최민준,청소완료
EQ0185,2023-06-08,소음진동,58.38,MΩ,정상,최민준,
EQ0185,2023-09-16,온도측정,40.08,MΩ,주의,박준호,윤활유 추가
EQ0185,2023-10-14,압력검사,66.09,L/min,정상,이영희,부품교체필요
EQ0185,2024-02-03,유량측정,38.64,MΩ,정상,최민준,부품교체필요
EQ0185,2024-05-17,소음진동,40.08,bar,정상,박준호,윤활유 추가
EQ0185,2024-05-30,소음진동,87.99,L/min,불량,김철수,부품교체필요
EQ0185,2024-07-05,유량측정,46.0,bar,정상,박준호,윤활유 추가
EQ0186,2023-03-03,전류측정,65.19,MΩ,정상,최민준,윤활유 추가
EQ0186,2023-09-01,소음진동,88.47,A,경고,이영희,조정완료
EQ0186,2024-05-10,소음진동,78.82,dB,정상,최민준,윤활유 추가
EQ0186,2024-06-10,전류측정,87.46,dB,주의,최민준,조정완료
EQ0186,2024-06-20,소음진동,83.18,MΩ,정상,최민준,
EQ0186,2024-07-03,절연저항,55.58,bar,정상,정수현,부품교체필요
EQ0187,2023-01-24,외관검사,50.69,L/min,정상,최민준,윤활유 추가
EQ0187,2023-04-12,유량측정,33.88,°C,주의,이영희,청소완료
EQ0187,2023-06-22,절연저항,24.48,bar,정상,박준호,
EQ0187,2023-08-29,온도측정,20.85,°C,경고,최민준,
EQ0187,2024-03-13,유량측정,25.29,bar,경고,김철수,청소완료
EQ0187,2024-05-01,전류측정,95.1,°C,경고,최민준,조정완료
EQ0187,2024-06-11,압력검사,27.95,MΩ,정상,박준호,조정완료
EQ0187,2024-08-11,온도측정,64.3,MΩ,주의,정수현,청소완료
EQ0188,2023-01-20,전류측정,18.39,MΩ,정상,최민준,부품교체필요
EQ0188,2023-02-02,유량측정,94.14,A,정상,최민준,청소완료
EQ0188,2024-01-11,소음진동,31.3,MΩ,불량,박준호,
EQ0188,2024-01-27,외관검사,60.9,bar,주의,정수현,청소완료
EQ0188,2024-03-16,외관검사,51.77,L/min,주의,박준호,윤활유 추가
EQ0188,2024-08-11,소음진동,13.89,dB,주의,최민준,부품교체필요
EQ0189,2023-03-23,소음진동,26.74,°C,정상,정수현,
EQ0189,2023-04-17,전류측정,70.78,dB,정상,박준호,청소완료
EQ0189,2023-09-13,절연저항,36.95,°C,정상,김철수,윤활유 추가
EQ0189,2023-09-22,절연저항,85.57,bar,경고,김철수,
EQ0189,2023-10-19,압력검사,34.82,dB,정상,최민준,
EQ0189,2024-04-10,절연저항,98.32,MΩ,정상,정수현,윤활유 추가
EQ0189,2024-04-29,유량측정,75.37,°C,정상,박준호,청소완료
EQ0189,2024-07-06,외관검사,78.72,MΩ,정상,정수현,부품교체필요
EQ0189,2024-08-01,절연저항,22.63,A,정상,최민준,윤활유 추가
EQ0190,2023-05-10,압력검사,68.84,MΩ,정상,정수현,윤활유 추가
EQ0190,2023-05-26,전류측정,93.24,bar,정상,이영희,부품교체필요
EQ0190,2023-06-17,압력검사,51.55,L/min,정상,최민준,조정완료
